Annuncio,Link,Prezzo,Anni,Immatricolazione,Chilometraggio,Cambio,Carburante,CV,Allestimento,Allestimento_unificato,Modello,Venditore,Distanza,Comune,CAP,Regione,Area
BMW 120 120d xdrive Msport auto,https://www.autoscout24.it/annunci/bmw-120-120d-xdrive-msport-auto-diesel-nero-11aed7a5-9c56-48d6-8845-970c16bbbfea,29900,3,2022,49,automatico,Diesel,136,M Sport,Sport,120d xDrive,Rivenditore,276,torino,10153,Piemonte,Nord-ovest
BMW 116 d 5p. Msport Exterior - MSPORT EXTERIOR -,https://www.autoscout24.it/annunci/bmw-116-d-5p-msport-exterior-msport-exterior-diesel-grigio-76761e13-a276-4381-ac67-ccb61382e6b0,24900,2,2023,52,automatico,Diesel,136,M Sport,Sport,116d,Rivenditore,80,monselice,35043,Veneto,Nord-est
BMW 118 i Msport 136cv auto,https://www.autoscout24.it/annunci/bmw-118-i-msport-136cv-auto-benzina-blu-azzurro-5456a915-1139-4a77-85cb-44f9383654d0,21900,4,2021,61,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,206,andreis,33080,Friuli-Venezia Giulia,Nord-est
BMW 118 d 5p. M SPORT F40 VirtualCock + Shadow line,https://www.autoscout24.it/annunci/bmw-118-d-5p-m-sport-f40-virtualcock-shadow-line-diesel-grigio-8b7f9723-3639-4ac0-946a-f789441397d0,23900,3,2022,70,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,326,roma,178,Lazio,Centro
BMW 118 i Msport 136cv Auto PREZZO PROMO,https://www.autoscout24.it/annunci/bmw-118-i-msport-136cv-auto-prezzo-promo-benzina-nero-12ea19d2-6fe2-45d4-b7a2-8b5301ff4108,28800,3,2022,30,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,190,meda,20821,Lombardia,Nord-ovest
BMW 116 d 5p. Msport,https://www.autoscout24.it/annunci/bmw-116-d-5p-msport-diesel-bianco-f6db50d8-0167-488b-9d0f-1f7291e4b8f9,24900,3,2022,52,automatico,Diesel,136,M Sport,Sport,116d,Rivenditore,177,milano,20161,Lombardia,Nord-ovest
BMW 116 Serie 1 116d M Sport Automatico,https://www.autoscout24.it/annunci/bmw-116-serie-1-116d-m-sport-automatico-diesel-blu-azzurro-700be428-0ee6-479e-bcc5-626f4c3770e6,20990,3,2022,41,automatico,Diesel,136,M Sport,Sport,116d,Rivenditore,82,montemurlo,59013,Toscana,Centro
BMW 118 d Msport auto,https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-bianco-bbfd2aca-d1c9-4e9e-b99f-61166ee55bf7,27000,1,2024,12,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,177,milano,20142,Lombardia,Nord-ovest
BMW 116 5-porte 116d Msport auto,https://www.autoscout24.it/annunci/bmw-116-5-porte-116d-msport-auto-diesel-grigio-8e7405d2-fbd8-47e0-957a-cfffa17e3707,31500,2,2023,20,automatico,Diesel,136,M Sport,Sport,116d,Rivenditore,194,corciano,6073,Umbria,Centro
BMW 120 120d Msport auto,https://www.autoscout24.it/annunci/bmw-120-120d-msport-auto-diesel-grigio-aae7c0f2-9bd7-48ab-a3de-8bb84ae449cc,27999,4,2021,49,automatico,Diesel,136,M Sport,Sport,120d,Rivenditore,326,roma,166,Lazio,Centro
BMW 120 120i M sport auto VARI COLORI E ALLESTIMENTI,https://www.autoscout24.it/annunci/bmw-120-120i-m-sport-auto-vari-colori-e-allestimenti-benzina-grigio-29fd6538-7bdd-44d4-86fb-3f28163c3c9d,28900,3,2022,21,automatico,Benzina,136,M Sport,Sport,120i,Rivenditore,77,arcole,37040,Veneto,Nord-est
BMW 116 d 5p. Sport,https://www.autoscout24.it/annunci/bmw-116-d-5p-sport-diesel-bianco-28048b51-2a95-44b0-a5bb-34acb9ed498a,22900,5,2020,61,automatico,Diesel,136,Sport Line,Middle,116d,Rivenditore,161,nembro,24027,Lombardia,Nord-ovest
BMW 116 d Msport auto,https://www.autoscout24.it/annunci/bmw-116-d-msport-auto-diesel-blu-azzurro-ad1a94e9-06d2-4b2c-8846-0fc2cef77e5a,24900,5,2020,58,automatico,Diesel,136,M Sport,Sport,116d,Rivenditore,121,piacenza,29122,Emilia-Romagna,Nord-est
BMW 118 118d 5p.,https://www.autoscout24.it/annunci/bmw-118-118d-5p-diesel-nero-e838c957-a740-49ee-9366-ebd6f18ca176,23890,4,2021,51,automatico,Diesel,136,M,Performance,118d,Rivenditore,178,monza,20900,Lombardia,Nord-ovest
BMW 116 116d Msport auto,https://www.autoscout24.it/annunci/bmw-116-116d-msport-auto-diesel-bianco-185a293d-04ca-4b29-b6e1-49ecc5aeb607,25500,3,2022,65,automatico,Diesel,136,M Sport,Sport,116d,Rivenditore,89,gambellara,36053,Veneto,Nord-est
BMW 120 120i Msport auto,https://www.autoscout24.it/annunci/bmw-120-120i-msport-auto-benzina-bianco-300f5678-845e-4ae5-9646-264f7ed1a748,27990,3,2022,55,automatico,Benzina,136,M Sport,Sport,120i,Rivenditore,177,milano,20155,Lombardia,Nord-ovest
BMW 116 116d Msport auto,https://www.autoscout24.it/annunci/bmw-116-116d-msport-auto-diesel-grigio-2c98987e-cf4c-4cec-ad18-51e5d7d245c2,25750,5,2020,68,automatico,Diesel,136,M Sport,Sport,116d,Rivenditore,170,algua,24010,Lombardia,Nord-ovest
BMW 118 118i Msport 140cv auto,https://www.autoscout24.it/annunci/bmw-118-118i-msport-140cv-auto-benzina-bianco-43209abe-4f3c-436e-b444-816399c1dd57,23800,5,2020,48,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,177,genova,16157,Liguria,Nord-ovest
BMW 116 5-porte 116d 5p. Sport Auto,https://www.autoscout24.it/annunci/bmw-116-5-porte-116d-5p-sport-auto-diesel-nero-4ca3c367-4e56-43c2-af27-1740e9fe170e,21900,5,2020,35,automatico,Diesel,136,Sport Line,Middle,116d,Rivenditore,194,corciano,6073,Umbria,Centro
BMW 116 116d 5p. Business Advantage,https://www.autoscout24.it/annunci/bmw-116-116d-5p-business-advantage-diesel-blu-azzurro-6f5f32c4-829f-44dc-9164-e861bfd0eea5,21999,4,2021,49,automatico,Diesel,136,Advantage,Base,116d,Rivenditore,55,brescello,42041,Emilia-Romagna,Nord-est
BMW 118 118d Msport auto (35000 km),https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-35000-km-diesel-nero-f38ff270-8d32-45a0-97c8-9192a3ad00d4,28500,4,2021,35,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,753,borgetto,90042,Sicilia,Isole
BMW 116 i MSport auto,https://www.autoscout24.it/annunci/bmw-116-i-msport-auto-benzina-nero-2dd08b7b-a5ff-46ae-a66d-76568a24aeec,27000,1,2024,20,automatico,Benzina,136,M Sport,Sport,116i,Rivenditore,177,milano,20142,Lombardia,Nord-ovest
BMW 116 116d Business Advantage auto,https://www.autoscout24.it/annunci/bmw-116-116d-business-advantage-auto-diesel-nero-330ddd25-9b89-4023-805e-9d2c9d4cef32,23988,2,2023,30,automatico,Diesel,136,Advantage,Base,116d,Rivenditore,239,macerata,62100,Marche,Centro
BMW118d Sport auto    *** IVA ESPOSTA ***,https://www.autoscout24.it/annunci/bmw-118-d-sport-auto-iva-esposta-diesel-nero-6bc2479b-21d1-42f8-8303-2e7ac1a3db94,26900,5,2020,61,automatico,Diesel,136,Sport Line,Middle,118d,Rivenditore,259,gaglianico,13894,Piemonte,Nord-ovest
BMW 120 d Advantage xdrive auto,https://www.autoscout24.it/annunci/bmw-120-d-advantage-xdrive-auto-diesel-nero-37913a17-796e-42dd-9a21-957ee955b86b,24800,5,2020,34,automatico,Diesel,136,Advantage,Base,120d,Rivenditore,146,grumello monte,24064,Lombardia,Nord-ovest
BMW 118 i Business Advantage 136cv auto UNICO PROPRIETARIO,https://www.autoscout24.it/annunci/bmw-118-i-business-advantage-136cv-auto-unico-proprietario-benzina-bianco-a7054eea-f958-43b9-810f-91328638f6d0,25800,1,2024,5,automatico,Benzina,136,Advantage,Base,118i,Rivenditore,189,cesano maderno,20811,Lombardia,Nord-ovest
BMW 118 i 140cv M Sport Steptronic Auto Shadow Line Black,https://www.autoscout24.it/annunci/bmw-118-i-140cv-m-sport-steptronic-auto-shadow-line-black-benzina-bianco-9350bf57-3478-422c-920d-a57fb04ed2a6,24900,5,2020,64,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,111,calvagese riviera,25080,Lombardia,Nord-ovest
BMW 120 120d xdrive Sport auto 4x4,https://www.autoscout24.it/annunci/bmw-120-120d-xdrive-sport-auto-4x4-diesel-nero-d4be72a0-f1ab-4636-8011-4ebb47b6ed5f,24600,5,2020,50,automatico,Diesel,136,Sport Line,Middle,120d xDrive,Rivenditore,191,amblardon,38011,Trentino-Alto Adige/Südtirol,Nord-est
BMW 118 118i Advantage 136cv automatica PREZZO VERO!,https://www.autoscout24.it/annunci/bmw-118-118i-advantage-136cv-automatica-prezzo-vero-benzina-blu-azzurro-79c99393-e07d-4a10-8a6a-fd68a477ae87,21999,3,2022,63,automatico,Benzina,136,Advantage,Base,118i,Rivenditore,187,seregno,20831,Lombardia,Nord-ovest
BMW 116 d 5p. Aut.Business Advantage 116cv,https://www.autoscout24.it/annunci/bmw-116-d-5p-aut-business-advantage-116cv-diesel-bianco-4acf8ad2-a2f4-476e-924a-76ec4e19e738,19900,4,2021,66,automatico,Diesel,136,Advantage,Base,116d,Rivenditore,319,fonte nuova,13,Lazio,Centro
BMW 116 d Msport auto,https://www.autoscout24.it/annunci/bmw-116-d-msport-auto-diesel-blu-azzurro-8bf289d9-2ff8-406d-b4e4-d46c043d7abc,23900,4,2021,54,automatico,Diesel,136,M Sport,Sport,116d,Rivenditore,286,cuneo,12100,Piemonte,Nord-ovest
BMW 116 d Msport,https://www.autoscout24.it/annunci/bmw-116-d-msport-diesel-bianco-5ccbe63a-053c-42d2-b90e-47552a798858,23499,5,2020,53,automatico,Diesel,136,M Sport,Sport,116d,Rivenditore,77,baone,35030,Veneto,Nord-est
"BMW 118 iA 5p. AUTO Msport ""18 M SPORT/BLACK LINE/OK NEOPA",https://www.autoscout24.it/annunci/bmw-118-ia-5p-auto-msport-18-m-sport-black-line-ok-neopa-benzina-nero-78686abd-3a16-4486-8173-b8f9fad11dba,27800,1,2024,16,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,275,savigliano,12038,Piemonte,Nord-ovest
BMW 118 i 5 Porte Business Advantage,https://www.autoscout24.it/annunci/bmw-118-i-5-porte-business-advantage-benzina-bianco-83a5bdf9-44fa-42d5-8e88-6a311cfe9900,21900,5,2020,61,automatico,Benzina,136,Advantage,Base,118i,Rivenditore,383,latina,4100,Lazio,Centro
BMW 118 118 i 5p. Msport,https://www.autoscout24.it/annunci/bmw-118-118-i-5p-msport-benzina-grigio-0ae33213-0612-47f1-b83f-572f8b7c9251,27900,2,2023,14,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,299,almese,10040,Piemonte,Nord-ovest
BMW 120 Serie 1 F40 120d Msport auto,https://www.autoscout24.it/annunci/bmw-120-serie-1-f40-120d-msport-auto-diesel-bianco-908cb7bd-5d22-4daf-a997-92e4ad98510c,27890,4,2021,66,automatico,Diesel,136,M Sport,Sport,120d,Rivenditore,356,velletri,49,Lazio,Centro
BMW 118 118i 5p. Sport,https://www.autoscout24.it/annunci/bmw-118-118i-5p-sport-benzina-grigio-94ae8478-2a77-4b6f-b005-a158d9226971,21400,5,2020,52,automatico,Benzina,136,Sport Line,Middle,118i,Rivenditore,23,casalecchio reno,40033,Emilia-Romagna,Nord-est
BMW 118 d Msport auto,https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-bianco-a1323527-7e98-4096-b946-55d3bdecc5ce,26000,1,2024,13,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,177,milano,20142,Lombardia,Nord-ovest
BMW 135 M 135i xdrive auto * SOLI 48.000 KM *,https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-auto-soli-48-000-km-benzina-nero-5478cb43-f999-4422-b91d-87bd7b520dde,29999,4,2021,48,automatico,Benzina,136,M,Performance,M135i xDrive,Rivenditore,87,prato,59100,Toscana,Centro
BMW 116 Serie 1 F40 116d Advantage auto,https://www.autoscout24.it/annunci/bmw-116-serie-1-f40-116d-advantage-auto-diesel-bianco-5482ded6-99a4-4051-899b-62ad4845ac13,21990,5,2020,50,automatico,Diesel,136,Advantage,Base,116d,Rivenditore,40,reggio emilia,42124,Emilia-Romagna,Nord-est
BMW 128 Ti autom. 265CV PRONTA CONSEGNA!,https://www.autoscout24.it/annunci/bmw-128-ti-autom-265cv-pronta-consegna-benzina-grigio-b8191b0d-92b8-49ba-9cc1-c71148cc6eee,32800,3,2022,39,automatico,Benzina,136,M,Performance,128ti,Rivenditore,326,roma,178,Lazio,Centro
BMW 116 Serie 1 (F40) - 116i 5p. 110CV 2024 *KM 0*,https://www.autoscout24.it/annunci/bmw-116-serie-1-f40-116i-5p-110cv-2024-km-0-benzina-bianco-fa859a20-32f4-4c61-a2c1-152e6bd1a97c,25999,1,2024,156,automatico,Benzina,136,M,Performance,116i,Rivenditore,99,firenze,50142,Toscana,Centro
BMW 118 118d M-sport MSPORT Auto,https://www.autoscout24.it/annunci/bmw-118-118d-m-sport-msport-auto-diesel-nero-b7f3dc50-cfa6-4c8e-95e7-9e83a42e0388,29890,1,2024,9,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,270,settimo torinese,10036,Piemonte,Nord-ovest
BMW 120 120i Msport auto,https://www.autoscout24.it/annunci/bmw-120-120i-msport-auto-benzina-nero-1b540ba9-74fb-4002-a78f-b615150ce1a8,29700,2,2023,27,automatico,Benzina,136,M Sport,Sport,120i,Rivenditore,256,verolengo,10038,Piemonte,Nord-ovest
BMW 118 118i M sport PRO 136cv auto,https://www.autoscout24.it/annunci/bmw-118-118i-m-sport-pro-136cv-auto-benzina-nero-cf487750-7458-4b7c-a4b2-b629b8fb77a9,29500,2,2023,7,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,256,verolengo,10038,Piemonte,Nord-ovest
BMW 118 118d Luxury auto 150 CV,https://www.autoscout24.it/annunci/bmw-118-118d-luxury-auto-150-cv-diesel-grigio-b4de3175-bcd6-4a22-a302-695cfa592746,24950,4,2021,52,automatico,Diesel,136,Luxury,Middle,118d,Rivenditore,189,cesano maderno,20811,Lombardia,Nord-ovest
BMW 116 Serie 1 F40 116d Msport auto,https://www.autoscout24.it/annunci/bmw-116-serie-1-f40-116d-msport-auto-diesel-bianco-49f3bbcf-bfdc-4ef8-a6f5-a892f9071253,25860,5,2020,50,automatico,Diesel,136,M Sport,Sport,116d,Rivenditore,91,montecatiniterme,51016,Toscana,Centro
BMW 118 d Msport auto,https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-nero-30ecdd44-f1d7-4748-b467-4db41f6b74b5,27400,4,2021,69,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,101,padova,35131,Veneto,Nord-est
BMW 118 i 5p. Aut Msport,https://www.autoscout24.it/annunci/bmw-118-i-5p-aut-msport-benzina-nero-cf650443-bc1d-45ab-b966-f7879f039160,23950,5,2020,67,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,99,badia calavena,37030,Veneto,Nord-est
BMW 116 116d 116cv 5p. M-Sport,https://www.autoscout24.it/annunci/bmw-116-116d-116cv-5p-m-sport-diesel-grigio-eb28b82e-eea4-47f7-bbc2-5a0e84bf7859,26400,4,2021,54,automatico,Diesel,136,M Sport,Sport,116d,Rivenditore,124,santarcangelo romagna,47822,Emilia-Romagna,Nord-est
BMW 118 118d msport auto,https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-diesel-grigio-61a654ff-7f93-4f89-87d3-9133f8445b1f,26200,5,2020,66,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,288,rivoli,10098,Piemonte,Nord-ovest
BMW 118 i M SPORT AUT VIRTUAL COCKPIT TETTO PANO,https://www.autoscout24.it/annunci/bmw-118-i-m-sport-aut-virtual-cockpit-tetto-pano-benzina-bianco-12e8c972-596b-474a-b4d1-785352764018,25900,2,2023,25,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,326,roma,178,Lazio,Centro
BMW 118 *BENZINA*BUSINESS ADVANTAGE*AUTOMATICA*,https://www.autoscout24.it/annunci/bmw-118-benzina-business-advantage-automatica-benzina-bianco-a5f1a9ab-942b-476e-982a-72b108eec51b,21900,3,2022,62,automatico,Benzina,136,Advantage,Base,,Rivenditore,175,cologno monzese,20093,Lombardia,Nord-ovest
BMW 118 d Msport auto,https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-grigio-30749fcd-3dc7-489a-9b43-177e5ae2a602,26000,1,2024,15,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,177,milano,20142,Lombardia,Nord-ovest
BMW 118 i Msport 136cv auto,https://www.autoscout24.it/annunci/bmw-118-i-msport-136cv-auto-benzina-bianco-90431997-3af1-4212-9235-850938ca0bdc,25000,3,2022,49,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,177,milano,20142,Lombardia,Nord-ovest
BMW 118 118d 5p. Msport,https://www.autoscout24.it/annunci/bmw-118-118d-5p-msport-diesel-bianco-6b062b4b-c6f4-41fc-8488-f3a4caa30672,28000,3,2022,40,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,104,lucca,55100,Toscana,Centro
BMW 118 d 5p M SPORT F40 Automatica,https://www.autoscout24.it/annunci/bmw-118-d-5p-m-sport-f40-automatica-diesel-nero-f35ff82b-e6b9-4575-9da9-00860a348004,22880,4,2021,63,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,326,roma,178,Lazio,Centro
BMW 118 118D AUTOMATIC MSPORT,https://www.autoscout24.it/annunci/bmw-118-118d-automatic-msport-diesel-bianco-7e4b7216-86b0-40b6-9fa9-cc4e781736ee,30000,4,2021,42,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,99,firenze,50142,Toscana,Centro
BMW 120 120d xdrive Luxury auto,https://www.autoscout24.it/annunci/bmw-120-120d-xdrive-luxury-auto-diesel-bianco-ed2c4d3d-bbcc-4b77-a5d3-37bfe28d956d,25500,4,2021,59,automatico,Diesel,136,Luxury,Middle,120d xDrive,Rivenditore,264,chieri,10023,Piemonte,Nord-ovest
BMW 118 118i Msport 140cv auto,https://www.autoscout24.it/annunci/bmw-118-118i-msport-140cv-auto-benzina-grigio-1cda177b-db5c-4a30-af0c-2f8d050d4cec,25900,4,2021,57,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,852,piazza armerina,94015,Sicilia,Isole
BMW 118 I M-SPORT LED NAVI VARI COLORI DISPONIBILI,https://www.autoscout24.it/annunci/bmw-118-i-m-sport-led-navi-vari-colori-disponibili-benzina-grigio-573c9439-a0ca-4de1-b7fa-ed2b92eb101b,26500,3,2022,17,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,77,arcole,37040,Veneto,Nord-est
BMW 120 120d xdrive msport auto,https://www.autoscout24.it/annunci/bmw-120-120d-xdrive-msport-auto-diesel-nero-e52bce1c-2378-4a08-959a-7cd3bf5d94f9,29990,4,2021,55,automatico,Diesel,136,M Sport,Sport,120d xDrive,Rivenditore,127,venezia,30173,Veneto,Nord-est
BMW 118 118d 5p. Msport,https://www.autoscout24.it/annunci/bmw-118-118d-5p-msport-diesel-grigio-660f809a-0257-41c9-9474-153afc2f401e,26800,5,2020,50,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,56,viadana,46019,Lombardia,Nord-ovest
BMW 116 116d 5p. M Sport,https://www.autoscout24.it/annunci/bmw-116-116d-5p-m-sport-diesel-91f4525d-992d-4b0b-8c5f-3bbd9609f9ee,24800,4,2021,30,automatico,Diesel,136,M Sport,Sport,116d,Rivenditore,190,civate,23862,Lombardia,Nord-ovest
BMW 118 i Msport 140cv,https://www.autoscout24.it/annunci/bmw-118-i-msport-140cv-benzina-grigio-ed1c533f-33f5-4826-9cb4-2c0137ae0d83,28400,4,2021,25,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,57,imola,40026,Emilia-Romagna,Nord-est
BMW 118 d Msport auto,https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-grigio-219ed990-f680-4c67-92af-dbba4ed14f8e,26000,1,2024,15,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,177,milano,20142,Lombardia,Nord-ovest
BMW 120 d xDrive 5p. M sport auto,https://www.autoscout24.it/annunci/bmw-120-d-xdrive-5p-m-sport-auto-diesel-bianco-c1dcc3fc-d175-47dc-9d09-150e2e8a1bb6,29986,4,2021,37,automatico,Diesel,136,M Sport,Sport,120d xDrive,Rivenditore,16,modena,41122,Emilia-Romagna,Nord-est
BMW 116 d Msport auto,https://www.autoscout24.it/annunci/bmw-116-d-msport-auto-diesel-7ee13ce8-a22a-4f3f-a90d-edeb70f09fed,27200,2,2023,41,automatico,Diesel,136,M Sport,Sport,116d,Rivenditore,147,lodi,26900,Lombardia,Nord-ovest
BMW 118 d 5p. Msport,https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-diesel-grigio-37184aaa-e9a9-4c3f-b9fa-7f68a748c3d1,28990,4,2021,55,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,326,roma,132,Lazio,Centro
BMW 120 120d 5p. M Sport,https://www.autoscout24.it/annunci/bmw-120-120d-5p-m-sport-diesel-rosso-b82b2a26-7563-416a-8e2a-7dbd450c1688,28960,5,2020,59,automatico,Diesel,136,M Sport,Sport,120d,Rivenditore,196,saronno,21047,Lombardia,Nord-ovest
BMW 116 116d Msport 5p auto,https://www.autoscout24.it/annunci/bmw-116-116d-msport-5p-auto-diesel-bianco-8398a3f0-4ebf-4e7c-809a-4b10535503d1,26800,3,2022,33,automatico,Diesel,136,M Sport,Sport,116d,Rivenditore,147,adrara san martino,24060,Lombardia,Nord-ovest
BMW 118 118d Msport auto,https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-diesel-grigio-40b1d4ef-d62a-45c8-a7a0-ba60a247bcbf,27990,3,2022,66,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,177,milano,20153,Lombardia,Nord-ovest
BMW 118 d 5p. Msport auto #BLACK PACK,https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-auto-black-pack-diesel-grigio-e2ea666c-7fe2-4b14-b65a-642ece3e51d6,29800,2,2023,25,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,107,fosso,30030,Veneto,Nord-est
BMW 116 d 5p. AUT. Advantage FULL-LED NAVI,https://www.autoscout24.it/annunci/bmw-116-d-5p-aut-advantage-full-led-navi-diesel-nero-1fb63ad5-6576-41d2-9d68-982206cbdd98,25499,2,2023,35,automatico,Diesel,136,Advantage,Base,116d,Rivenditore,475,casagiove,81022,Campania,Sud
BMW 116 116d Business Advantage auto,https://www.autoscout24.it/annunci/bmw-116-116d-business-advantage-auto-diesel-bianco-ed8e6d99-c11e-4007-ab6c-5312854c6301,25900,2,2023,43,automatico,Diesel,136,Advantage,Base,116d,Rivenditore,630,matera,75100,Basilicata,Sud
BMW 116 116d Msport auto,https://www.autoscout24.it/annunci/bmw-116-116d-msport-auto-diesel-bianco-a71c59eb-b9f9-45d7-b608-ac9eb7319e04,25999,5,2020,45,automatico,Diesel,136,M Sport,Sport,116d,Rivenditore,89,gambellara,36053,Veneto,Nord-est
BMW 118 118d Msport auto LED KAMERA SED. SPORTIVI SHADOW,https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-led-kamera-sed-sportivi-shadow-diesel-bianco-07e389b0-f2b1-44d4-9aad-0aeadb479591,29400,3,2022,49,automatico,Diesel,136,M Sport,Sport,118d,Rivenditore,326,roma,132,Lazio,Centro
BMW 118 118i 5p. Msport PROMO FLEX,https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-promo-flex-benzina-nero-322dad9f-844e-4abf-9ec1-bd9c6e95fa85,28990,1,2024,9,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,290,airasca,10060,Piemonte,Nord-ovest
BMW 118 i 5p. Business Advantage /Nav/F.Led/ParK /CAR PLAY,https://www.autoscout24.it/annunci/bmw-118-i-5p-business-advantage-nav-f-led-park-car-play-benzina-blu-azzurro-ca8ecb41-7ed2-4cde-b030-411f5a28aa93,19400,4,2021,59,automatico,Benzina,136,Advantage,Base,118i,Rivenditore,275,savigliano,12038,Piemonte,Nord-ovest
BMW 116 - 116d 5p. Msport Automatica,https://www.autoscout24.it/annunci/bmw-116-116d-5p-msport-automatica-diesel-bianco-13275d9e-3b7f-4cf9-9e6f-b396c81f5a79,26550,3,2022,32,automatico,Diesel,136,M Sport,Sport,116d,Rivenditore,245,alba,12051,Piemonte,Nord-ovest
"BMW 118 i Business Advantage ""18 Msport/Navig/Park/OK NEOP",https://www.autoscout24.it/annunci/bmw-118-i-business-advantage-18-msport-navig-park-ok-neop-benzina-blu-azzurro-5e88bb26-2eae-41b4-857c-92d669dc4c79,20400,4,2021,59,automatico,Benzina,136,Advantage,Base,118i,Rivenditore,275,savigliano,12038,Piemonte,Nord-ovest
BMW 116 116i Msport Exterior auto,https://www.autoscout24.it/annunci/bmw-116-116i-msport-exterior-auto-benzina-nero-5818bfe4-c420-47dc-97fe-6af27f82e4ab,25000,3,2022,33,automatico,Benzina,136,M Sport,Sport,116i,Rivenditore,177,milano,20134,Lombardia,Nord-ovest
BMW 120 120i Msport auto,https://www.autoscout24.it/annunci/bmw-120-120i-msport-auto-benzina-rosso-f5aa534e-8c8e-41e6-bcd9-70792f5e0893,30000,4,2021,12,automatico,Benzina,136,M Sport,Sport,120i,Rivenditore,256,verolengo,10038,Piemonte,Nord-ovest
BMW 118 118i 5p. Msport,https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-benzina-nero-d2b0b6d8-1045-434c-a9f8-29275967022d,27900,3,2022,13,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
