Annuncio,Link,Marca,Modello,Modello_plus_info,Prezzo_scont,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Località
"BMW
118
Serie 1 F40 118d Msport auto",https://www.autoscout24.it/annunci/bmw-118-serie-1-f40-118d-msport-auto-diesel-bianco-c813e9c7-56da-4407-8ec0-38c0cb246fb1,BMW,118,Serie 1 F40 118d Msport auto,,€ 28.000,55.000 km,Automatico,05/2021,Diesel,110 kW (150 CV),Riccardo Anedda • IT-00060 Formello - RM
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-9b552e80-0d3e-4d19-9a40-2d2d0929ddd1,BMW,118,d Msport auto,,€ 26.000,11.684 km,Automatico,03/2024,Diesel,110 kW (150 CV),BYmyCAR Sedi: MILANO - SAN DONATO M.SE BYmyCAR Sedi: MILANO - SAN DONATO M.SE • IT-20142 Milano - Mi
"BMW
118
I M-SPORT LED NAVI VARI COLORI E ALLESTIMENTI",https://www.autoscout24.it/annunci/bmw-118-i-m-sport-led-navi-vari-colori-e-allestimenti-benzina-grigio-2436436c-2fd5-45e6-ac08-885039f96191,BMW,118,I M-SPORT LED NAVI VARI COLORI E ALLESTIMENTI,,€ 26.500,19.200 km,Automatico,05/2023,Benzina,103 kW (140 CV),Ufficio Vendite Race Car • IT-37040 Z.a.i. - Verona - VR
"BMW
120
d xDrive 5p. Msport Unicoproprietario",https://www.autoscout24.it/annunci/bmw-120-d-xdrive-5p-msport-unicoproprietario-diesel-blu-azzurro-66d76e60-553a-4d59-82d3-a95d8a1b8c72,BMW,120,d xDrive 5p. Msport Unicoproprietario,,€ 29.900,60.000 km,Automatico,01/2022,Diesel,140 kW (190 CV),Matteo Biason • IT-33097 Spilimbergo - Pordenone - PN
"BMW
118
Serie 1 F40 118d Color Vision Edition auto 150cv",https://www.autoscout24.it/annunci/bmw-118-serie-1-f40-118d-color-vision-edition-auto-150cv-diesel-nero-30fcc6a7-84ba-42bf-99db-df24603d468c,BMW,118,Serie 1 F40 118d Color Vision Edition auto 150cv,,€ 22.500,66.000 km,Semiautomatico,06/2020,Diesel,110 kW (150 CV),Davide Comoglio • IT-00010 Tivoli - Roma - Rm
"BMW
116
116d Msport auto",https://www.autoscout24.it/annunci/bmw-116-116d-msport-auto-diesel-nero-37eb8afa-5bb8-4a69-a0be-ec58f7d2ebb4,BMW,116,116d Msport  auto,,€ 25.900,55.470 km,Automatico,11/2021,Diesel,85 kW (116 CV),Matteo Lovato • IT-37138 Verona - Vr
"BMW
118
d 5p. Msport CAMBIO AUTOMATICO",https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-cambio-automatico-diesel-grigio-18c6fb06-2b72-44b9-9a71-db788de6ec40,BMW,118,d 5p. Msport CAMBIO AUTOMATICO,,€ 26.000,64.023 km,Automatico,07/2021,Diesel,110 kW (150 CV),Responsabile Commerciale • IT-00159 Roma - Rm
"BMW
118
118d 5p. M Sport",https://www.autoscout24.it/annunci/bmw-118-118d-5p-m-sport-diesel-grigio-f5f7e3cd-8365-4f94-8b8f-37ad97177f36,BMW,118,118d 5p. M Sport,,€ 26.960,67.916 km,Automatico,10/2021,Diesel,110 kW (150 CV),Diego Amoroso • IT-21047 Saronno - Varese - VA
"BMW
116
116d 5p auto CERCHI 18""-PDC-NAVY-CRUISE-CAR PLAY",https://www.autoscout24.it/annunci/bmw-116-116d-5p-auto-cerchi-18-pdc-navy-cruise-car-play-diesel-grigio-b86cc4c2-1e6c-433a-9be2-8dc74e8d456c,BMW,116,"116d 5p auto CERCHI 18""-PDC-NAVY-CRUISE-CAR PLAY",,€ 22.900,68.000 km,Automatico,04/2021,Diesel,85 kW (116 CV),Sig Alberto Calabro' • IT-39100 Bolzano - Bz
"BMW
116
d 5p. Msport Automatica",https://www.autoscout24.it/annunci/bmw-116-d-5p-msport-automatica-diesel-nero-a8fb026d-fd76-4904-9881-6ff8bbe9b221,BMW,116,d 5p. Msport Automatica,,€ 26.900,62.700 km,Automatico,09/2021,Diesel,85 kW (116 CV),Pierluigi Baldazzi • IT-40026 Imola
"BMW
116
116d Msport auto PERMUTE IVA ESPOSTA OK NEOPAT.",https://www.autoscout24.it/annunci/bmw-116-116d-msport-auto-permute-iva-esposta-ok-neopat-diesel-bianco-28a37e21-c10a-42b8-813f-2841c1a86ece,BMW,116,116d Msport auto PERMUTE IVA ESPOSTA OK NEOPAT.,,€ 23.990,48.000 km,Automatico,06/2023,Diesel,85 kW (116 CV),Michelangelo T. • IT-43122 Parma - Pr
,https://www.autoscout24.it/annunci/bmw-118-150-d-cv-msport-autom-diesel-blu-azzurro-9c06c7b8-f929-40b0-b5a2-afe026b60a98,BMW,118,150 D cv MSPORT AUTOM,,,,,,,,Rossano Rossi • IT-58100 Grosseto
"BMW
118
118d 5p. MSport Pro",https://www.autoscout24.it/annunci/bmw-118-118d-5p-msport-pro-diesel-grigio-90357643-de1d-43ee-b95e-e0ad05dcf969,BMW,118,118d 5p. MSport Pro,,€ 28.900,68.000 km,Automatico,04/2021,Diesel,110 kW (150 CV),Giovanni Apruzzi • IT-72018 San Michele Salentino - Brindisi
"BMW
118
118i Business Advantage 136cv auto",https://www.autoscout24.it/annunci/bmw-118-118i-business-advantage-136cv-auto-benzina-nero-b429a563-aa16-43bc-9833-ddf06e175e44,BMW,118,118i Business Advantage 136cv auto,,€ 25.000,12.600 km,Automatico,04/2024,Benzina,100 kW (136 CV),Marco Stefano Ignazzi • IT-10038 Verolengo
"BMW
120
120i Msport auto Shadow line 2020 178cv 18""",https://www.autoscout24.it/annunci/bmw-120-120i-msport-auto-shadow-line-2020-178cv-18-benzina-nero-7f55b115-6148-4da4-aad9-300bfbc7237d,BMW,120,"120i Msport auto Shadow line 2020 178cv 18""",,€ 24.900,66.332 km,Automatico,12/2020,Benzina,131 kW (178 CV),Mirko Portaccio • IT-00077 Montecompatri - Roma - RM
"BMW
118
118d Msport auto",https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-diesel-bianco-d247915f-00c7-4211-b2d9-02c1f0a7a0c9,BMW,118,118d Msport auto,,€ 26.999,50.000 km,Semiautomatico,09/2021,Diesel,110 kW (150 CV),House of Car • IT-42016 Guastalla - RE
"BMW
116
i 5p. Advantage Aut.",https://www.autoscout24.it/annunci/bmw-116-i-5p-advantage-aut-benzina-bianco-36e37b1b-f487-4599-85d8-9ef818244abf,BMW,116,i 5p. Advantage Aut.,,€ 20.900,45.392 km,Automatico,01/2022,Benzina,80 kW (109 CV),IT-36100 Vicenza - Vi
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-bianco-323424b3-e19a-48f1-a2a7-bf64171034b2,BMW,118,d Msport auto,,€ 26.960,66.760 km,Automatico,01/2022,Diesel,110 kW (150 CV),BMW Roma • IT-00138 Roma - Rm
"BMW
118
i Business Advantage ""18 Msport/Navi/Park/OK NEOP",https://www.autoscout24.it/annunci/bmw-118-i-business-advantage-18-msport-navi-park-ok-neop-benzina-grigio-2d291dd2-5285-42e7-832e-1c413b33ad77,BMW,118,"i Business Advantage ""18 Msport/Navi/Park/OK NEOP",,€ 19.700,62.800 km,Automatico,01/2021,Benzina,100 kW (136 CV),Christian bosio • IT-12038 Savigliano - Cuneo - Cn
"BMW
116
d Business Advantage",https://www.autoscout24.it/annunci/bmw-116-d-business-advantage-diesel-bianco-fb3bcd36-f550-4fcb-a31c-0b4016f682a6,BMW,116,d Business Advantage,,€ 19.900,64.948 km,Automatico,12/2020,Diesel,85 kW (116 CV),Nicole Tolomei • IT-41123 Modena - Mo
"BMW
120
120d xdrive Msport auto",https://www.autoscout24.it/annunci/bmw-120-120d-xdrive-msport-auto-diesel-nero-11aed7a5-9c56-48d6-8845-970c16bbbfea,BMW,120,120d xdrive Msport auto,,€ 29.900,49.000 km,Automatico,06/2022,Diesel,140 kW (190 CV),Renzo Burgos • IT-10153 Torino - TO
"BMW
116
d 5p. Msport Exterior - MSPORT EXTERIOR -",https://www.autoscout24.it/annunci/bmw-116-d-5p-msport-exterior-msport-exterior-diesel-grigio-76761e13-a276-4381-ac67-ccb61382e6b0,BMW,116,d 5p. Msport Exterior - MSPORT EXTERIOR -,,€ 24.900,52.000 km,Automatico,01/2023,Diesel,85 kW (116 CV),Federico Alberto • IT-35043 Monselice - Padova
"BMW
118
i Msport 136cv auto",https://www.autoscout24.it/annunci/bmw-118-i-msport-136cv-auto-benzina-blu-azzurro-5456a915-1139-4a77-85cb-44f9383654d0,BMW,118,i Msport 136cv auto,,€ 21.900,61.855 km,Semiautomatico,03/2021,Benzina,100 kW (136 CV),Peressini Srl • IT-33080 Fiume Veneto - Pn
"BMW
118
d 5p. M SPORT F40 VirtualCock + Shadow line",https://www.autoscout24.it/annunci/bmw-118-d-5p-m-sport-f40-virtualcock-shadow-line-diesel-grigio-8b7f9723-3639-4ac0-946a-f789441397d0,BMW,118,d 5p. M SPORT F40 VirtualCock + Shadow line,,€ 23.900,70.000 km,Automatico,01/2022,Diesel,110 kW (150 CV),Ufficio Vendite • IT-00178 Roma RM
"BMW
118
i Msport 136cv Auto PREZZO PROMO",https://www.autoscout24.it/annunci/bmw-118-i-msport-136cv-auto-prezzo-promo-benzina-nero-12ea19d2-6fe2-45d4-b7a2-8b5301ff4108,BMW,118,i Msport 136cv Auto PREZZO PROMO,,€ 28.800,30.000 km,Automatico,05/2022,Benzina,100 kW (136 CV),Stefano Tagliabue • IT-20821 Meda-  Monza Brianza
"BMW
116
d 5p. Msport",https://www.autoscout24.it/annunci/bmw-116-d-5p-msport-diesel-bianco-f6db50d8-0167-488b-9d0f-1f7291e4b8f9,BMW,116,d 5p. Msport,,€ 24.900,52.020 km,Automatico,01/2022,Diesel,85 kW (116 CV),Gabriele • IT-20161 Milano - Mi
"BMW
116
Serie 1 116d M Sport Automatico",https://www.autoscout24.it/annunci/bmw-116-serie-1-116d-m-sport-automatico-diesel-blu-azzurro-700be428-0ee6-479e-bcc5-626f4c3770e6,BMW,116,Serie 1 116d M Sport Automatico,,€ 20.990,41.780 km,Automatico,07/2022,Diesel,85 kW (116 CV),Rossomandi Auto • IT-59013 Montemurlo - Prato - PT
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-bianco-bbfd2aca-d1c9-4e9e-b99f-61166ee55bf7,BMW,118,d Msport auto,€ 27.000,,12.881 km,Automatico,09/2024,Diesel,110 kW (150 CV),BYmyCAR Sedi: MILANO - SAN DONATO M.SE BYmyCAR Sedi: MILANO - SAN DONATO M.SE • IT-20142 Milano - Mi
"BMW
116
5-porte 116d Msport auto",https://www.autoscout24.it/annunci/bmw-116-5-porte-116d-msport-auto-diesel-grigio-8e7405d2-fbd8-47e0-957a-cfffa17e3707,BMW,116,5-porte 116d Msport auto,€ 31.500,,20.822 km,Automatico,02/2023,Diesel,85 kW (116 CV),Contatta Il Nostro Team Vendita!! • IT-06073 Corciano - Perugia - Pg
"BMW
120
120d Msport auto",https://www.autoscout24.it/annunci/bmw-120-120d-msport-auto-diesel-grigio-aae7c0f2-9bd7-48ab-a3de-8bb84ae449cc,BMW,120,120d Msport auto,,€ 27.999,49.999 km,Automatico,04/2021,Diesel,140 kW (190 CV),Antonio ligato • IT-00166 Roma – Rm
,https://www.autoscout24.it/annunci/bmw-118-i-m-sport-led-virtual-navi-camera-privacy-dab-benzina-nero-8048e46b-8446-4e00-a6ca-5e6f81b05a2b,BMW,118,i M-SPORT LED VIRTUAL NAVI CAMERA PRIVACY DAB**,,,,,,,,Matteo Perconti • IT-00169 Roma-Rm
"BMW
120
120i M sport auto VARI COLORI E ALLESTIMENTI",https://www.autoscout24.it/annunci/bmw-120-120i-m-sport-auto-vari-colori-e-allestimenti-benzina-grigio-29fd6538-7bdd-44d4-86fb-3f28163c3c9d,BMW,120,120i M sport auto VARI COLORI E ALLESTIMENTI,,€ 28.900,21.200 km,Automatico,10/2022,Benzina,131 kW (178 CV),Ufficio Vendite Race Car • IT-37040 Z.a.i. - Verona - VR
"BMW
116
d 5p. Sport",https://www.autoscout24.it/annunci/bmw-116-d-5p-sport-diesel-bianco-28048b51-2a95-44b0-a5bb-34acb9ed498a,BMW,116,d 5p. Sport,,€ 22.900,61.000 km,Automatico,10/2020,Diesel,85 kW (116 CV),Matteo • IT-24027 Nembro - Bergamo
"BMW
116
d Msport auto",https://www.autoscout24.it/annunci/bmw-116-d-msport-auto-diesel-blu-azzurro-ad1a94e9-06d2-4b2c-8846-0fc2cef77e5a,BMW,116,d Msport auto,,€ 24.900,58.539 km,Automatico,05/2020,Diesel,85 kW (116 CV),Responsabile Usato • IT-29122 Piacenza - Pc
"BMW
118
118d 5p.",https://www.autoscout24.it/annunci/bmw-118-118d-5p-diesel-nero-e838c957-a740-49ee-9366-ebd6f18ca176,BMW,118,118d 5p.,,€ 23.890,51.309 km,Automatico,07/2021,Diesel,110 kW (150 CV),Stefano Gilardi • IT-20900 Monza - Monza Brianza - Mb
"BMW
116
116d Msport auto",https://www.autoscout24.it/annunci/bmw-116-116d-msport-auto-diesel-bianco-185a293d-04ca-4b29-b6e1-49ecc5aeb607,BMW,116,116d Msport auto,,€ 25.500,65.000 km,Automatico,10/2022,Diesel,85 kW (116 CV),Responsabile Commerciale • IT-36053 Gambellara - Vicenza
"BMW
120
120i Msport auto",https://www.autoscout24.it/annunci/bmw-120-120i-msport-auto-benzina-bianco-300f5678-845e-4ae5-9646-264f7ed1a748,BMW,120,120i Msport auto,,€ 27.990,55.800 km,Automatico,01/2022,Benzina,131 kW (178 CV),Giuseppe Raso • IT-20155 Milano - MI
"BMW
116
116d Msport auto",https://www.autoscout24.it/annunci/bmw-116-116d-msport-auto-diesel-grigio-2c98987e-cf4c-4cec-ad18-51e5d7d245c2,BMW,116,116d Msport auto,,€ 25.750,68.418 km,Semiautomatico,11/2020,Diesel,85 kW (116 CV),ALESSANDRO LUMINA • IT-24010 Sorisole - Bergamo - BG
"BMW
118
118i Msport 140cv auto",https://www.autoscout24.it/annunci/bmw-118-118i-msport-140cv-auto-benzina-bianco-43209abe-4f3c-436e-b444-816399c1dd57,BMW,118,118i Msport 140cv auto,,€ 23.800,48.000 km,Semiautomatico,02/2020,Benzina,103 kW (140 CV),Sig. Paolo • IT-16157 Genova - Ge
"BMW
116
5-porte 116d 5p. Sport Auto",https://www.autoscout24.it/annunci/bmw-116-5-porte-116d-5p-sport-auto-diesel-nero-4ca3c367-4e56-43c2-af27-1740e9fe170e,BMW,116,5-porte 116d 5p. Sport Auto,,€ 21.900,35.544 km,Automatico,10/2020,Diesel,85 kW (116 CV),Contatta Il Nostro Team Vendita!! • IT-06073 Corciano - Perugia - Pg
"BMW
116
116d 5p. Business Advantage",https://www.autoscout24.it/annunci/bmw-116-116d-5p-business-advantage-diesel-blu-azzurro-6f5f32c4-829f-44dc-9164-e861bfd0eea5,BMW,116,116d 5p. Business Advantage,,€ 21.999,49.000 km,Automatico,03/2021,Diesel,85 kW (116 CV),Ufficio Vendite - Uffici Acquisti - Amministrazione • IT-42041 Brescello - Re
"BMW
118
118d Msport auto (35000 km)",https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-35000-km-diesel-nero-f38ff270-8d32-45a0-97c8-9192a3ad00d4,BMW,118,118d Msport auto (35000 km),,€ 28.500,35.000 km,Automatico,12/2021,Diesel,110 kW (150 CV),claudio cangialosi • IT-90042 Borgetto - Pa
"BMW
116
i MSport auto",https://www.autoscout24.it/annunci/bmw-116-i-msport-auto-benzina-nero-2dd08b7b-a5ff-46ae-a66d-76568a24aeec,BMW,116,i MSport auto,,€ 27.000,20.496 km,Automatico,03/2024,Benzina,80 kW (109 CV),BYmyCAR Sedi: MILANO - SAN DONATO M.SE BYmyCAR Sedi: MILANO - SAN DONATO M.SE • IT-20142 Milano - Mi
"BMW
116
116d Business Advantage auto",https://www.autoscout24.it/annunci/bmw-116-116d-business-advantage-auto-diesel-nero-330ddd25-9b89-4023-805e-9d2c9d4cef32,BMW,116,116d Business Advantage auto,,€ 23.988,30.000 km,Automatico,07/2023,Diesel,85 kW (116 CV),Ufficio Vendite • IT-62100 Macerata
BMW118d Sport auto    *** IVA ESPOSTA ***,https://www.autoscout24.it/annunci/bmw-118-d-sport-auto-iva-esposta-diesel-nero-6bc2479b-21d1-42f8-8303-2e7ac1a3db94,BMW,118,d Sport auto    *** IVA ESPOSTA ***,,€ 26.900,61.000 km,Automatico,07/2020,Diesel,110 kW (150 CV),Iures Carrirolo • IT-13894 Gaglianico - Biella - Bi
"BMW
120
d Advantage xdrive auto",https://www.autoscout24.it/annunci/bmw-120-d-advantage-xdrive-auto-diesel-nero-37913a17-796e-42dd-9a21-957ee955b86b,BMW,120,d Advantage xdrive auto,,€ 24.800,34.355 km,Automatico,05/2020,Diesel,140 kW (190 CV),Giovanni Giussani / Maurizio Fratus • IT-24064 Grumello del Monte - Bergamo - BG
"BMW
118
i Business Advantage 136cv auto UNICO PROPRIETARIO",https://www.autoscout24.it/annunci/bmw-118-i-business-advantage-136cv-auto-unico-proprietario-benzina-bianco-a7054eea-f958-43b9-810f-91328638f6d0,BMW,118,i Business Advantage 136cv auto UNICO PROPRIETARIO,,€ 25.800,5.000 km,Automatico,02/2024,Benzina,100 kW (136 CV),Giuseppe Giussani • IT-20811 Cesano Maderno - Monza Brianza - Mb
"BMW
118
i 140cv M Sport Steptronic Auto Shadow Line Black",https://www.autoscout24.it/annunci/bmw-118-i-140cv-m-sport-steptronic-auto-shadow-line-black-benzina-bianco-9350bf57-3478-422c-920d-a57fb04ed2a6,BMW,118,i 140cv M Sport Steptronic Auto Shadow Line Black,,€ 24.900,64.000 km,Automatico,05/2020,Benzina,103 kW (140 CV),Sara • IT-25080 Nuvolento - BS
"BMW
120
120d xdrive Sport auto 4x4",https://www.autoscout24.it/annunci/bmw-120-120d-xdrive-sport-auto-4x4-diesel-nero-d4be72a0-f1ab-4636-8011-4ebb47b6ed5f,BMW,120,120d xdrive Sport auto 4x4,,€ 24.600,50.000 km,Automatico,06/2020,Diesel,140 kW (190 CV),Cesare Rainer • IT-38011 Sarnonico – Trento - Tn
,https://www.autoscout24.it/annunci/bmw-118-118d-5p-msport-diesel-bianco-98dcdb78-0503-4ea0-bbbc-a09fb0823de3,BMW,118,118d 5p. Msport,,,,,,,,marco angelino • IT-80023 Caivano - Napoli - NA
"BMW
118
118i Advantage 136cv automatica PREZZO VERO!",https://www.autoscout24.it/annunci/bmw-118-118i-advantage-136cv-automatica-prezzo-vero-benzina-blu-azzurro-79c99393-e07d-4a10-8a6a-fd68a477ae87,BMW,118,118i Advantage 136cv automatica PREZZO VERO!,,€ 21.999,63.200 km,Semiautomatico,06/2022,Benzina,100 kW (136 CV),Pietro Luca Oliveri • IT-20831 Seregno - Mb
"BMW
116
d 5p. Aut.Business Advantage 116cv",https://www.autoscout24.it/annunci/bmw-116-d-5p-aut-business-advantage-116cv-diesel-bianco-4acf8ad2-a2f4-476e-924a-76ec4e19e738,BMW,116,d 5p. Aut.Business Advantage 116cv,,€ 19.900,66.000 km,Automatico,06/2021,Diesel,85 kW (116 CV),Formulauto srl • IT-00013 Fonte Nuova
"BMW
116
d Msport auto",https://www.autoscout24.it/annunci/bmw-116-d-msport-auto-diesel-blu-azzurro-8bf289d9-2ff8-406d-b4e4-d46c043d7abc,BMW,116,d Msport auto,,€ 23.900,54.389 km,Automatico,10/2021,Diesel,85 kW (116 CV),Web Team • IT-12100 Cuneo - Cn
"BMW
116
d Msport",https://www.autoscout24.it/annunci/bmw-116-d-msport-diesel-bianco-5ccbe63a-053c-42d2-b90e-47552a798858,BMW,116,d Msport,,€ 23.499,53.000 km,Automatico,02/2020,Diesel,85 kW (116 CV),Emanuele . • IT-35030 Selvazzano Dentro - PD
"BMW
118
iA 5p. AUTO Msport ""18 M SPORT/BLACK LINE/OK NEOPA",https://www.autoscout24.it/annunci/bmw-118-ia-5p-auto-msport-18-m-sport-black-line-ok-neopa-benzina-nero-78686abd-3a16-4486-8173-b8f9fad11dba,BMW,118,"iA 5p. AUTO Msport ""18 M SPORT/BLACK LINE/OK NEOPA",,€ 27.800,16.700 km,Automatico,04/2024,Benzina,100 kW (136 CV),Christian bosio • IT-12038 Savigliano - Cuneo - Cn
"BMW
118
i 5 Porte Business Advantage",https://www.autoscout24.it/annunci/bmw-118-i-5-porte-business-advantage-benzina-bianco-83a5bdf9-44fa-42d5-8e88-6a311cfe9900,BMW,118,i 5 Porte Business Advantage,,€ 21.900,61.300 km,Automatico,05/2020,Benzina,110 kW (150 CV),Marketing Mixauto • IT-04100 Borgo Piave - Latina - Lt
"BMW
118
118 i 5p. Msport",https://www.autoscout24.it/annunci/bmw-118-118-i-5p-msport-benzina-grigio-0ae33213-0612-47f1-b83f-572f8b7c9251,BMW,118,118 i 5p. Msport,,€ 27.900,14.400 km,Automatico,11/2023,Benzina,103 kW (140 CV),UFFICIO VENDITE • IT-10040 Leini - Torino
"BMW
120
Serie 1 F40 120d Msport auto",https://www.autoscout24.it/annunci/bmw-120-serie-1-f40-120d-msport-auto-diesel-bianco-908cb7bd-5d22-4daf-a997-92e4ad98510c,BMW,120,Serie 1 F40 120d Msport auto,,€ 27.890,66.500 km,Automatico,06/2021,Diesel,140 kW (190 CV),Ufficio Vendite • IT-00049 Velletri - Roma
"BMW
118
118i 5p. Sport",https://www.autoscout24.it/annunci/bmw-118-118i-5p-sport-benzina-grigio-94ae8478-2a77-4b6f-b005-a158d9226971,BMW,118,118i 5p. Sport,,€ 21.400,52.283 km,Automatico,01/2020,Benzina,103 kW (140 CV),Servizio Clienti • IT-40033 Casalecchio di Reno - Bologna - Bo
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-bianco-a1323527-7e98-4096-b946-55d3bdecc5ce,BMW,118,d Msport auto,,€ 26.000,13.351 km,Automatico,03/2024,Diesel,110 kW (150 CV),BYmyCAR Sedi: MILANO - SAN DONATO M.SE BYmyCAR Sedi: MILANO - SAN DONATO M.SE • IT-20142 Milano - Mi
"BMW
135
M 135i xdrive auto * SOLI 48.000 KM *",https://www.autoscout24.it/annunci/bmw-135-m-135i-xdrive-auto-soli-48-000-km-benzina-nero-5478cb43-f999-4422-b91d-87bd7b520dde,BMW,135,M 135i xdrive auto * SOLI 48.000 KM *,,€ 29.999,48.000 km,Automatico,03/2021,Benzina,225 kW (306 CV),Paolo Martinuzzi • IT-59100 Prato – Po
"BMW
116
Serie 1 F40 116d Advantage auto",https://www.autoscout24.it/annunci/bmw-116-serie-1-f40-116d-advantage-auto-diesel-bianco-5482ded6-99a4-4051-899b-62ad4845ac13,BMW,116,Serie 1 F40 116d Advantage auto,,€ 21.990,50.029 km,Automatico,01/2020,Diesel,85 kW (116 CV),Cristian Marchetti • IT-42124 Reggio Emilia - RE
"BMW
128
Ti autom. 265CV PRONTA CONSEGNA!",https://www.autoscout24.it/annunci/bmw-128-ti-autom-265cv-pronta-consegna-benzina-grigio-b8191b0d-92b8-49ba-9cc1-c71148cc6eee,BMW,128,Ti autom. 265CV PRONTA CONSEGNA!,€ 32.800,,39.000 km,Automatico,05/2022,Benzina,195 kW (265 CV),Simone Durantini • IT-00178 Roma - Rm
"BMW
116
Serie 1 (F40) - 116i 5p. 110CV 2024 *KM 0*",https://www.autoscout24.it/annunci/bmw-116-serie-1-f40-116i-5p-110cv-2024-km-0-benzina-bianco-fa859a20-32f4-4c61-a2c1-152e6bd1a97c,BMW,116,Serie 1 (F40) - 116i 5p. 110CV 2024 *KM 0*,,€ 25.999,156 km,Automatico,01/2024,Benzina,80 kW (109 CV),Ufficio BDC Servizio Clienti • IT-50142 Firenze - FI
"BMW
118
118d M-sport MSPORT Auto",https://www.autoscout24.it/annunci/bmw-118-118d-m-sport-msport-auto-diesel-nero-b7f3dc50-cfa6-4c8e-95e7-9e83a42e0388,BMW,118,118d M-sport MSPORT Auto,,€ 29.890,9.500 km,Automatico,03/2024,Diesel,110 kW (150 CV),Lazzaro Caputo • IT-10036 Settimo Torinese - Torino - TO
"BMW
120
120i Msport auto",https://www.autoscout24.it/annunci/bmw-120-120i-msport-auto-benzina-nero-1b540ba9-74fb-4002-a78f-b615150ce1a8,BMW,120,120i Msport  auto,,€ 29.700,27.000 km,Automatico,11/2023,Benzina,131 kW (178 CV),Marco Stefano Ignazzi • IT-10038 Verolengo
"BMW
118
118i M sport PRO 136cv auto",https://www.autoscout24.it/annunci/bmw-118-118i-m-sport-pro-136cv-auto-benzina-nero-cf487750-7458-4b7c-a4b2-b629b8fb77a9,BMW,118,118i M sport PRO 136cv auto,,€ 29.500,7.900 km,Automatico,12/2023,Benzina,100 kW (136 CV),Marco Stefano Ignazzi • IT-10038 Verolengo
"BMW
118
118d Luxury auto 150 CV",https://www.autoscout24.it/annunci/bmw-118-118d-luxury-auto-150-cv-diesel-grigio-b4de3175-bcd6-4a22-a302-695cfa592746,BMW,118,118d Luxury auto 150 CV,,€ 24.950,52.850 km,Automatico,02/2021,Diesel,110 kW (150 CV),Fabio Giacumbo • IT-20811 Cesano Maderno - Monza Brianza
,https://www.autoscout24.it/annunci/bmw-120-120i-msport-exterior-auto-benzina-nero-a0bc43a0-7221-48ca-99e9-bde71146d8ec,BMW,120,120i Msport Exterior auto,,,,,,,,Marco Stefano Ignazzi • IT-10038 Verolengo
"BMW
116
Serie 1 F40 116d Msport auto",https://www.autoscout24.it/annunci/bmw-116-serie-1-f40-116d-msport-auto-diesel-bianco-49f3bbcf-bfdc-4ef8-a6f5-a892f9071253,BMW,116,Serie 1 F40 116d Msport auto,,€ 25.860,50.000 km,Automatico,05/2020,Diesel,85 kW (116 CV),MICHAEL Lamberti • IT-51016 Montecatini Terme -  Pt
"BMW
118
d Msport auto",https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-nero-30ecdd44-f1d7-4748-b467-4db41f6b74b5,BMW,118,d Msport auto,,€ 27.400,69.125 km,Automatico,03/2021,Diesel,110 kW (150 CV),Concessionaria Ufficiale BMW MINI Maserati • IT-35131 Padova - Pd
"BMW
118
i 5p. Aut Msport",https://www.autoscout24.it/annunci/bmw-118-i-5p-aut-msport-benzina-nero-cf650443-bc1d-45ab-b966-f7879f039160,BMW,118,i 5p. Aut Msport,,€ 23.950,67.400 km,Automatico,05/2020,Benzina,103 kW (140 CV),Emanuele Carraro • IT-37030 Colognola ai Colli VR
"BMW
116
116d 116cv 5p. M-Sport",https://www.autoscout24.it/annunci/bmw-116-116d-116cv-5p-m-sport-diesel-grigio-eb28b82e-eea4-47f7-bbc2-5a0e84bf7859,BMW,116,116d  116cv  5p. M-Sport,,€ 26.400,54.507 km,Automatico,04/2021,Diesel,85 kW (116 CV),Oscar Ottaviani - Fabbri Gianluca • IT-47822 Santarcangelo di Romagna - Rimini - Rn
"BMW
118
118d msport auto",https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-diesel-grigio-61a654ff-7f93-4f89-87d3-9133f8445b1f,BMW,118,118d msport auto,,€ 26.200,66.237 km,Automatico,07/2020,Diesel,110 kW (150 CV),Linea Diretta Consulenti Vendita • IT-10098 Rivoli - Torino - To
