Annuncio,Modello,Link,Link2,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,Tipologia,CV,Località,Venditore
Mercedes-Benz Classe A - 116 d SCR Msport DCT,"BMW Serie 1 116d
116 d SCR Msport DCT",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2022-1da904b25779b0b8?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D3,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2022-1da904b25779b0b8?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D3, 25.900 €,75.693 km ,Aut. 7 marce ,"Mar, 2022",Diesel,Usata,85kW (116CV) ,25135 Brescia (BS),BONERA S.P.A.
Mercedes-Benz Classe A - 120d 5p. M Sport,"BMW Serie 1 120d
120d 5p. M Sport",https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2024-7c0adc3a11d63f25?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D3,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2024-7c0adc3a11d63f25?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D3, 35.500 €,32.000 km ,Aut. 8 marce ,"Giu, 2024",Diesel,Usata,140kW (191CV) ,20124 Milano (MI),VIESSEAUTO SRL
Mercedes-Benz Classe A - M 135i xdrive,"BMW Serie 1 135i
M 135i xdrive",https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2023-0507f419233fa42b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D3,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2023-0507f419233fa42b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D3, 36.500 €,68.050 km ,Aut. 6 marce ,"Lug, 2023",Benzina,Usata,225kW (306CV) ,20124 Milano (MI),VIESSEAUTO SRL
Mercedes-Benz Classe A - 116 d SCR Business Advantage DCT,"BMW Serie 1 116d
116 d SCR Business Advantage DCT",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2023-337e51bba3593f3f?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D3,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2023-337e51bba3593f3f?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D3, 24.900 €,44.095 km ,Aut. 7 marce ,"Gen, 2023",Diesel,Usata,85kW (116CV) ,25135 Brescia (BS),BONERA S.P.A.
Mercedes-Benz Classe A - M 135i xdrive,"BMW Serie 1 135i
M 135i xdrive",https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2023-61f4a7b90e98bc75?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D3,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2023-61f4a7b90e98bc75?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D3, 36.500 €,68.050 km ,Aut. 6 marce ,"Lug, 2023",Benzina,Usata,225kW (306CV) ,20124 Milano (MI),VIESSEAUTO SRL
"Mercedes-Benz Classe A - M 135 xDrive MSport Pro MY25, FULL OPTIONAL","BMW Serie 1 M
M 135 xDrive MSport Pro MY25, FULL OPTIONAL",https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-b9ad9456b5b00b6e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D3,https://autosupermarket.it/annunci/bmw-serie-1-m-benzina-2024-b9ad9456b5b00b6e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D3, 63.900 €,5.000 km ,Aut. 7 marce ,"Ott, 2024",Benzina,Usata,221kW (301CV) ,25030 Castrezzato (BS),ADCARS SRL
Mercedes-Benz Classe A - D 5 PORTE MSPORT,"BMW Serie 1 120d
D 5 PORTE MSPORT",https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2021-6ebdc9ab31925816?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D3,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2021-6ebdc9ab31925816?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D3, 25.900 €,119.701 km ,Aut. 8 marce ,"Gen, 2021",Diesel,Usata,140kW (191CV) ,25132 Brescia (BS),AUTOUNICA SRL
Mercedes-Benz Classe A - 120i 5p. Msport TETTO/PELLE/PALETTE/PACK NERO,"BMW Serie 1 120i
120i 5p. Msport TETTO/PELLE/PALETTE/PACK NERO",https://autosupermarket.it/annunci/bmw-serie-1-120i-benzina-2021-2853c90e8d1b904b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,https://autosupermarket.it/annunci/bmw-serie-1-120i-benzina-2021-2853c90e8d1b904b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4, 36.900 €,28.745 km ,Aut. 7 marce ,"Dic, 2021",Benzina,Usata,131kW (179CV) ,16152 Genova (GE),AUTOMERCATOGENOVA
Mercedes-Benz Classe A - 118 d Msport M-SPORT STEPTRONIC,"BMW Serie 1 M
118 d Msport M-SPORT STEPTRONIC",https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-bf0eec5495c5e923?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2024-bf0eec5495c5e923?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4, 32.800 €,23.930 km ,Aut. 6 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,24060 Villongo (BG),AUTODOC SRL
Mercedes-Benz Classe A - BMW 118D SPORT 150CV 2021,"BMW Serie 1 118d
BMW 118D SPORT 150CV 2021",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-784ecded1ef00260?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2021-784ecded1ef00260?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4, 19.500 €,163.500 km ,Aut. 8 marce ,"Giu, 2021",Diesel,Usata,110kW (150CV) ,25080 Manerba del Garda (BS),AUTOLAGO sas
Mercedes-Benz Classe A - M 135i xdrive auto,"BMW Serie 1 135i
M 135i xdrive auto",https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2020-2dbe927d05e11088?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2020-2dbe927d05e11088?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4, 34.200 €,39.120 km ,Aut. 8 marce ,"Gen, 2020",Benzina,Usata,225kW (306CV) ,24069 Trescore Balneario (BG),TREBIAUTO S.R.L.
Mercedes-Benz Classe A - i 5p. Msport automatico,"BMW Serie 1 118i
i 5p. Msport automatico",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-083509f803afcf0e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-083509f803afcf0e?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4, 31.900 €,10.927 km ,Man. 6 marce ,"Giu, 2024",Benzina,Usata,100kW (136CV) ,24050 Grassobbio (BG),VALENTINO AUTO SRL
Mercedes-Benz Classe A - 116d 5p. Advantage,"BMW Serie 1 116d
116d 5p. Advantage",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-e9f734ada195dc27?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-e9f734ada195dc27?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4, 18.900 €,94.600 km ,Man. 6 marce ,"Set, 2020",Diesel,Usata,85kW (116CV) ,24126 Bergamo (BG),Autodiretto Srl
Mercedes-Benz Classe A -  - 116d msport,BMW Serie 1 116d  - 116d msport,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2022-0677ea655c75f65d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2022-0677ea655c75f65d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4, 24.800 €,106.761 km ,Man. ,"Mag, 2022",Diesel,Usata,85kW (116CV) ,14100 Asti (AT),GINO S.P.A
Mercedes-Benz Classe A - 116d 5p. F40 1.5 116 cv,"BMW Serie 1 116d
116d 5p. F40 1.5 116 cv",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-3df428da5fb9fc1b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-3df428da5fb9fc1b?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4, 17.800 €,167.000 km ,Aut. 6 marce ,"Mar, 2020",Diesel,Usata,85kW (116CV) ,70029 Santeramo in Colle (BA),L.F. CAR S.R.L.
Mercedes-Benz Classe A - 116d msport auto,"BMW Serie 1 116d
116d msport auto",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-0cb51b2e304feb13?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-0cb51b2e304feb13?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4, 23.900 €,54.389 km ,Aut. ,"Ott, 2021",Diesel,Usata,85kW (116CV) ,12100 Cuneo (CN),GINO S.P.A
Mercedes-Benz Classe A - i 1.5 steptronic Advantage IVA esposta,"BMW Serie 1 118i
i 1.5 steptronic Advantage IVA esposta",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2021-76e0dd809a527fa0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2021-76e0dd809a527fa0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4, 25.400 €,47.000 km ,Man. 6 marce ,"Ago, 2021",Benzina,Usata,100kW (136CV) ,20092 Cinisello Balsamo (MI),KUMA MOTORS
Mercedes-Benz Classe A - 116d 5p. Business Advantage,"BMW Serie 1 116d
116d 5p. Business Advantage",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-d548a929f87448ee?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2021-d548a929f87448ee?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,"18.500 €
    
    
    

- 3% 17.999 €",129.000 km ,Aut. 8 marce ,"Nov, 2021",Diesel,Usata,85kW (116CV) ,15121 Alessandria (AL),S F MOTORS SRL
Mercedes-Benz Classe A - 116 d SCR Msport DCT,"BMW Serie 1 116d
116 d SCR Msport DCT",https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-694d9a22ca635cc5?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,https://autosupermarket.it/annunci/bmw-serie-1-116d-diesel-2020-694d9a22ca635cc5?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4, 24.490 €,84.820 km ,Aut. 7 marce ,"Lug, 2020",Diesel,Usata,85kW (116CV) ,10024 Moncalieri (TO),GENCAR
Mercedes-Benz Classe A - 118i 5p. Msport,"BMW Serie 1 118i
118i 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-0908d5fcd6e3e883?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-0908d5fcd6e3e883?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4, 28.700 €,15.000 km ,Aut. 7 marce ,"Lug, 2023",Benzina,Usata,100kW (136CV) ,10040 Leini (TO),AUTOSPORT S.R.L.
Mercedes-Benz Classe A - 118 118i 5p. Msport aut.,"BMW Serie 1 118i
118 118i 5p. Msport aut.",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-bcea916f20155675?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-bcea916f20155675?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,"30.900 €
    
    
    

- 2% 30.500 €",15.500 km ,Aut. 7 marce ,"Mag, 2024",Benzina,Usata,100kW (136CV) ,21100 Varese (VA),MONTALBETTI AUTO Srl
Mercedes-Benz Classe A - ti Msport,"BMW Serie 1 128ti
ti Msport",https://autosupermarket.it/annunci/bmw-serie-1-128ti-benzina-2022-c354d0b035af4198?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,https://autosupermarket.it/annunci/bmw-serie-1-128ti-benzina-2022-c354d0b035af4198?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4, 32.800 €,63.000 km ,Aut. 8 marce ,"Dic, 2022",Benzina,Usata,195kW (266CV) ,22063 Cantù (CO),L'AUTO S.P.A.
Mercedes-Benz Classe A - D 2.0 Msport 150CV Aut.,"BMW Serie 1 M
D 2.0 Msport 150CV Aut.",https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2023-41d9444a317b7bd0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4,https://autosupermarket.it/annunci/bmw-serie-1-m-diesel-2023-41d9444a317b7bd0?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D4, 29.900 €,31.900 km ,Aut. 8 marce ,"Mar, 2023",Diesel,Usata,110kW (150CV) ,10124 Torino (TO),VIVAINGROS SRL
Mercedes-Benz Classe A - 120i 5p. Msport,"BMW Serie 1 120i
120i 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-120i-benzina-2023-b4bcd479ef298650?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,https://autosupermarket.it/annunci/bmw-serie-1-120i-benzina-2023-b4bcd479ef298650?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5, 32.900 €,25.300 km ,Aut. 7 marce ,"Lug, 2023",Benzina,Usata,131kW (179CV) ,10040 Leini (TO),AUTOSPORT S.R.L.
Mercedes-Benz Classe A - d 5p. Msport,"BMW Serie 1 118d
d 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-37230e53106eb113?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2024-37230e53106eb113?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,"33.890 €
    
    
    

- 3% 32.890 €",7.174 km ,Aut. 6 marce ,"Lug, 2024",Diesel,Usata,110kW (150CV) ,10024 MONCALIERI (TO),FRATELLI LEONE SRL
Mercedes-Benz Classe A - 118i 5p. Advantage,"BMW Serie 1 118i
118i 5p. Advantage",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-a6a773b7624cf39a?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-a6a773b7624cf39a?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5, 23.900 €,19.000 km ,Man. 6 marce ,"Mar, 2023",Benzina,Usata,100kW (136CV) ,10040 Leini (TO),AUTOSPORT S.R.L.
Mercedes-Benz Classe A - 118 i 5p. Advantage,"BMW Serie 1 118i
118 i 5p. Advantage",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-0a9c98f4bc7111e3?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-0a9c98f4bc7111e3?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5, 23.900 €,17.900 km ,Man. 6 marce ,"Gen, 2023",Benzina,Usata,103kW (141CV) ,10040 Leini (TO),AUTOSPORT S.R.L.
Mercedes-Benz Classe A - 118i 5p. Msport,"BMW Serie 1 118i
118i 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-69881948217a18d8?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-69881948217a18d8?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5, 29.900 €,9.000 km ,Aut. 7 marce ,"Nov, 2023",Benzina,Usata,100kW (136CV) ,10040 Leini (TO),AUTOSPORT S.R.L.
Mercedes-Benz Classe A - 118 i 5p. Msport,"BMW Serie 1 118i
118 i 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-91f052e3218ab9bb?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-91f052e3218ab9bb?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5, 28.700 €,13.600 km ,Aut. 7 marce ,"Nov, 2023",Benzina,Usata,103kW (141CV) ,10040 Leini (TO),AUTOSPORT S.R.L.
Mercedes-Benz Classe A - 118i 5p. Msport,"BMW Serie 1 118i
118i 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-e6218a77d1102cff?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-e6218a77d1102cff?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5, 26.500 €,6.200 km ,Man. 6 marce ,"Giu, 2023",Benzina,Usata,100kW (136CV) ,10040 Leini (TO),AUTOSPORT S.R.L.
Mercedes-Benz Classe A - 118i 5p. M Sport,"BMW Serie 1 118i
118i 5p. M Sport",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-1ed0adc57dd04f00?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2024-1ed0adc57dd04f00?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5, 31.500 €,9.500 km ,Aut. 7 marce ,"Apr, 2024",Benzina,Usata,103kW (141CV) ,10040 Leini (TO),AUTOSPORT S.R.L.
Mercedes-Benz Classe A - i xDrive,"BMW Serie 1 135i
i xDrive",https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2020-8da8bdbf6f0e18e9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,https://autosupermarket.it/annunci/bmw-serie-1-135i-benzina-2020-8da8bdbf6f0e18e9?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5, 27.800 €,101.117 km ,Aut. 8 marce ,"Dic, 2020",Benzina,Usata,225kW (306CV) ,22063 Cantù (CO),L'AUTO S.P.A.
Mercedes-Benz Classe A - 118i 5p. Advantage,"BMW Serie 1 118i
118i 5p. Advantage",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-5dbab87c3a146c61?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-5dbab87c3a146c61?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5, 23.900 €,31.600 km ,Man. 6 marce ,"Ago, 2023",Benzina,Usata,100kW (136CV) ,10040 Leini (TO),AUTOSPORT S.R.L.
Mercedes-Benz Classe A - 118 i 5p. Business Advantage,"BMW Serie 1 118i
118 i 5p. Business Advantage",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-5fa1e938377535cc?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-5fa1e938377535cc?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5, 23.900 €,22.400 km ,Man. 6 marce ,"Apr, 2023",Benzina,Usata,103kW (141CV) ,10040 Leini (TO),AUTOSPORT S.R.L.
Mercedes-Benz Classe A - 120 d 5p. Msport,"BMW Serie 1 120d
120 d 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2022-ba14c16369830b25?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2022-ba14c16369830b25?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5, 32.900 €,4.700 km ,Aut. 8 marce ,"Giu, 2022",Diesel,Usata,140kW (191CV) ,10010 Scarmagno (TO),AZ CAR S.R.L.S.
Mercedes-Benz Classe A - 118i 5p. Msport,"BMW Serie 1 118i
118i 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-e93eb0a217cfc620?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-e93eb0a217cfc620?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5, 29.500 €,12.500 km ,Aut. 7 marce ,"Lug, 2023",Benzina,Usata,100kW (136CV) ,10040 Leini (TO),AUTOSPORT S.R.L.
Mercedes-Benz Classe A - 118 i 5p. Msport,"BMW Serie 1 118i
118 i 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-71b0a87bdd4d73fb?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-71b0a87bdd4d73fb?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5, 29.900 €,7.200 km ,Aut. 7 marce ,"Nov, 2023",Benzina,Usata,100kW (136CV) ,10040 Leini (TO),AUTOSPORT S.R.L.
Mercedes-Benz Classe A -  - 120d xdrive msport auto,BMW Serie 1 120d  - 120d xdrive msport auto,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2020-f1eb84a365ac776d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,https://autosupermarket.it/annunci/bmw-serie-1-120d-diesel-2020-f1eb84a365ac776d?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,"30.900 €
    
    
    

- 4% 29.900 €",61.000 km ,Aut. ,"Gen, 2020",Diesel,Usata,140kW (191CV) ,12100 Cuneo (CN),GINO S.P.A
Mercedes-Benz Classe A - 118d Msport 2.0 Diesel Automatico 150 CV,"BMW Serie 1 118d
118d Msport 2.0 Diesel Automatico 150 CV",https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-531fb860d1ea6d00?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5,https://autosupermarket.it/annunci/bmw-serie-1-118d-diesel-2022-531fb860d1ea6d00?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D5, 30.500 €,53.000 km ,Aut. 6 marce ,"Apr, 2022",Diesel,Usata,110kW (150CV) ,22063 Cantù (CO),L'AUTO S.P.A.
Mercedes-Benz Classe A - 118i 5p. Advantage,"BMW Serie 1 118i
118i 5p. Advantage",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-24a55f5149df3ed5?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D6,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-24a55f5149df3ed5?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D6, 23.900 €,23.400 km ,Man. 6 marce ,"Gen, 2023",Benzina,Usata,100kW (136CV) ,10040 Leini (TO),AUTOSPORT S.R.L.
Mercedes-Benz Classe A - 118i 5p. Msport,"BMW Serie 1 118i
118i 5p. Msport",https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-2e650c3ff583e238?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D6,https://autosupermarket.it/annunci/bmw-serie-1-118i-benzina-2023-2e650c3ff583e238?search=https://autosupermarket.it/ricerca/bmw/serie-1/anno-da-2020?t%3D6399rm%26page%3D6, 29.500 €,9.500 km ,Aut. 7 marce ,"Set, 2023",Benzina,Usata,100kW (136CV) ,10040 Leini (TO),AUTOSPORT S.R.L.
