Annuncio,Modello,Link,Link2,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,Tipologia,CV,Località,Località2,Venditore
"Audi A3
SPB 35 TDI S tronic Business",SPB 35 TDI S tronic Business,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-b55979aa1b03f7e3?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-b55979aa1b03f7e3?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3, 19.990 €,130.000 km ,Aut. 7 marce ,"Dic, 2020",Diesel,Usata,110kW (150CV) ,,80040 San Sebastiano al Vesuvio (NA),
,,,,,,,,,,,,,
"Audi A3
SPB 40 TFSI e S tronic S line edition 204 cv",SPB 40 TFSI e S tronic S line edition 204 cv,https://autosupermarket.it/annunci/audi-a3-40-tfsi-ibrida-2021-4c80dd84e13ecee2?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3,https://autosupermarket.it/annunci/audi-a3-40-tfsi-ibrida-2021-4c80dd84e13ecee2?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3, 20.000 €,49.600 km ,Aut. 6 marce ,"Mag, 2021",Ibrida,Usata,150kW (204CV) ,,00178 Roma (RM),
"Audi A3
Sportback 40 e-tron Admired",Sportback 40 e-tron Admired,https://autosupermarket.it/annunci/audi-a3-40-e-tron-ibrida-2020-a0ca2f69a85d2a3f?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3,https://autosupermarket.it/annunci/audi-a3-40-e-tron-ibrida-2020-a0ca2f69a85d2a3f?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3, 20.000 €,105.000 km ,Aut. 6 marce ,"Gen, 2020",Ibrida,Usata,110kW (150CV) ,,20882 BELLUSCO (MB),
"Audi A3
SPB 35 TDI S tronic Business",SPB 35 TDI S tronic Business,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2021-695f5f2d93ac61c6?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2021-695f5f2d93ac61c6?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3, 20.160 €,50.000 km ,Aut. 7 marce ,"Mag, 2021",Diesel,Usata,110kW (150CV) ,,00178 Roma (RM),
"Audi A3
SPB 35 TDI S line edition - tetto apribile SENZA VINCOLI FINANZIARI",SPB 35 TDI S line edition - tetto apribile SENZA VINCOLI FINANZIARI,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-746ef250f6c0ed90?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3&t=2,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-746ef250f6c0ed90?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3&t=2, 39.900 €,,,,,,,12031 Bagnolo Piemonte (CN),,ADRIANO AUTOMOBILI SRL
"Audi A3
A3 SPB 35 TDI S tronic Business",A3 SPB 35 TDI S tronic Business,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-65b922511dd73b27?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-65b922511dd73b27?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3, 20.200 €,66.866 km ,Aut. 7 marce ,"Giu, 2020",Diesel,Usata,110kW (150CV) ,,74121 Taranto (TA),
,,,,,,,,,,,,,
"Audi A3
A3 SPB 30 TDI S tronic",A3 SPB 30 TDI S tronic,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2022-0d1f200b5648bf37?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2022-0d1f200b5648bf37?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3, 23.800 €,88.000 km ,Aut. 7 marce ,"Dic, 2022",Diesel,Usata,85kW (116CV) ,33170 Pordenone (PN),,NICE'S CAR SRL
"Audi A3
Sportback 30 1.0 tfsi mhev S line edition s-tronic",Sportback 30 1.0 tfsi mhev S line edition s-tronic,https://autosupermarket.it/annunci/audi-a3-1-0-tfsi-ibrida-2021-48ce1d68094dc551?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3,https://autosupermarket.it/annunci/audi-a3-1-0-tfsi-ibrida-2021-48ce1d68094dc551?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3,"24.900 €
    
    
    

- 5% 23.900 €",89.500 km ,Aut. ,"Apr, 2021",Ibrida,Usata,81kW (111CV) ,10095 Grugliasco (TO),,SOFI CAR SRLS
"Audi A3
Audi A3 1.4 40 TFSI e PHEV Sport Attitude #5715",Audi A3 1.4 40 TFSI e PHEV Sport Attitude #5715,https://autosupermarket.it/annunci/audi-a3-40-e-tron-ibrida-2021-358de2aad34a10bf?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3,https://autosupermarket.it/annunci/audi-a3-40-e-tron-ibrida-2021-358de2aad34a10bf?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3, 23.900 €,66.000 km ,Aut. ,"Mar, 2021",Ibrida,Usata,150kW (204CV) ,10134 Torino (TO),,TUACAR SRL
"Audi A3
SPB 35 TDI S tronic S line",SPB 35 TDI S tronic S line,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2021-fce0fe3c661ca2df?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2021-fce0fe3c661ca2df?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3, 20.400 €,56.774 km ,Aut. 7 marce ,"Mag, 2021",Diesel,Usata,110kW (150CV) ,,00178 Roma (RM),
"Audi A3
SPB 40 TFSI PLUG IN 204 CV VIRTUAL",SPB 40 TFSI PLUG IN 204 CV VIRTUAL,https://autosupermarket.it/annunci/audi-a3-40-tfsi-ibrida-2021-46c9ef77aa84aa9c?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3,https://autosupermarket.it/annunci/audi-a3-40-tfsi-ibrida-2021-46c9ef77aa84aa9c?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D3, 20.450 €,55.000 km ,Aut. 6 marce ,"Apr, 2021",Ibrida,Usata,110kW (150CV) ,,00178 Roma (RM),
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Audi A3
SPB 35 TFSI S tronic Business Advanced",SPB 35 TFSI S tronic Business Advanced,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-366f94d33f935f44?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4&t=2,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-366f94d33f935f44?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4&t=2, 30.500 €,,,,,,,10040 Leini (TO),,AUTOSPORT S.R.L.
"Audi A3
A3 Sedan 30 Business s-tronic NEOPATENTATI",A3 Sedan 30 Business s-tronic NEOPATENTATI,https://autosupermarket.it/annunci/audi-a3-3-2-ibrida-2022-51d9413c710d225f?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,https://autosupermarket.it/annunci/audi-a3-3-2-ibrida-2022-51d9413c710d225f?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4, 24.300 €,75.000 km ,Aut. 7 marce ,"Apr, 2022",Ibrida,Usata,81kW (111CV) ,24057 Martinengo (BG),,Reauto Srl
"Audi A3
SPB 40 TFSI PLUG IN 204 CV ADVANCE",SPB 40 TFSI PLUG IN 204 CV ADVANCE,https://autosupermarket.it/annunci/audi-a3-40-tfsi-ibrida-2021-d2fc4daaf0143cfc?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,https://autosupermarket.it/annunci/audi-a3-40-tfsi-ibrida-2021-d2fc4daaf0143cfc?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4, 20.700 €,69.000 km ,Aut. 6 marce ,"Giu, 2021",Ibrida,Usata,150kW (204CV) ,,00178 Roma (RM),
"Audi A3
A3 BUSINESS ADVANCED G-TRON S-TRONIC",A3 BUSINESS ADVANCED G-TRON S-TRONIC,https://autosupermarket.it/annunci/audi-a3-30-g-tron-metano-2022-412ff66a2f80e22c?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,https://autosupermarket.it/annunci/audi-a3-30-g-tron-metano-2022-412ff66a2f80e22c?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4, 24.400 €,110.433 km ,Aut. 7 marce ,"Gen, 2022",Metano,Usata,96kW (131CV) ,45030 Occhiobello (RO),,CATALDO AUTO S.R.L.
"Audi A3
Audi A3 1.5 30 g-tron S Line Edition #5730",Audi A3 1.5 30 g-tron S Line Edition #5730,https://autosupermarket.it/annunci/audi-a3-30-g-tron-metano-2021-82e4e58a77c441dd?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,https://autosupermarket.it/annunci/audi-a3-30-g-tron-metano-2021-82e4e58a77c441dd?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4, 24.400 €,65.000 km ,Aut. ,"Set, 2021",Metano,Usata,96kW (131CV) ,10134 Torino (TO),,TUACAR SRL
"Audi A3
SPB 30 TDI Admired S-LINE VIRTUAL COCKPIT",SPB 30 TDI Admired S-LINE VIRTUAL COCKPIT,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2020-4823e7fb82066343?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2020-4823e7fb82066343?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4, 20.800 €,48.730 km ,Man. 6 marce ,"Giu, 2020",Diesel,Usata,85kW (116CV) ,,72013 Ceglie Messapica (BR),
,,,,,,,,,,,,,
Audi A3  40 1.4 tfsi e-tron admired s-tronic, 40 1.4 tfsi e-tron admired s-tronic,https://autosupermarket.it/annunci/audi-a3-1-4-ibrida-2020-cbbf3e445b1b4e89?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,https://autosupermarket.it/annunci/audi-a3-1-4-ibrida-2020-cbbf3e445b1b4e89?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,"21.000 €
    
    
    

- 1% 20.900 €",47.497 km ,Aut. ,"Feb, 2020",Ibrida,Usata,110kW (150CV) ,,50127 Firenze (FI),
"Audi A3
SPB 30 g-tron S tronic Business",SPB 30 g-tron S tronic Business,https://autosupermarket.it/annunci/audi-a3-30-g-tron-metano-2021-a66bbea52ce198b7?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,https://autosupermarket.it/annunci/audi-a3-30-g-tron-metano-2021-a66bbea52ce198b7?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,"21.300 €
    
    
    

- 2% 20.900 €",89.000 km ,Aut. 7 marce ,"Lug, 2021",Metano,Usata,96kW (131CV) ,,20127 Milano (MI),
"Audi A3
SPORTBACK 35 TDI S tronic Sport",SPORTBACK 35 TDI S tronic Sport,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-17e35c0e5a9682b6?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2020-17e35c0e5a9682b6?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4, 20.900 €,46.136 km ,Aut. 7 marce ,"Giu, 2020",Diesel,Usata,110kW (150CV) ,,27029 Vigevano (PV),
"Audi A3
35TFSI S-LINE S-TRONIC LED PANO PADDLES BI-ZONA",35TFSI S-LINE S-TRONIC LED PANO PADDLES BI-ZONA,https://autosupermarket.it/annunci/audi-a3-2-5-tfsi-benzina-2022-f8d4ef6b99774c5b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4&t=2,https://autosupermarket.it/annunci/audi-a3-2-5-tfsi-benzina-2022-f8d4ef6b99774c5b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4&t=2, 30.390 €,,,,,,,00169 Roma (RM),,PERCONTI AUTO S.R.L.
"Audi A3
SPB 35 TFSI S line * TETTO APRIBILE *",SPB 35 TFSI S line * TETTO APRIBILE *,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2021-3c7fb43573554806?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2021-3c7fb43573554806?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4, 20.950 €,67.633 km ,Man. 6 marce ,"Mar, 2021",Benzina,Usata,110kW (150CV) ,,00178 Roma (RM),
,,,,,,,,,,,,,
"Audi A3
SPB 35 1.5 TFSI Mhev S-tronic Business (VIRTUAL+FULL LED+NAVI)",SPB 35 1.5 TFSI Mhev S-tronic Business (VIRTUAL+FULL LED+NAVI),https://autosupermarket.it/annunci/audi-a3-1-5-tfsi-ibrida-2021-b00c16cba7973cc9?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,https://autosupermarket.it/annunci/audi-a3-1-5-tfsi-ibrida-2021-b00c16cba7973cc9?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4, 24.900 €,66.000 km ,Aut. 7 marce ,"Mag, 2021",Ibrida,Usata,111kW (151CV) ,74121 Taranto (TA),,Tris Auto Srl
"Audi A3
SPB 30 TFSI S tronic Business Advanced",SPB 30 TFSI S tronic Business Advanced,https://autosupermarket.it/annunci/audi-a3-30-tfsi-ibrida-2021-fe852974669bcc46?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,https://autosupermarket.it/annunci/audi-a3-30-tfsi-ibrida-2021-fe852974669bcc46?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4, 24.900 €,87.834 km ,Aut. 7 marce ,"Mag, 2021",Ibrida,Usata,81kW (111CV) ,45030 Occhiobello (RO),,FAST CAR S.R.L
"Audi A3
SPB 30 TDI Business",SPB 30 TDI Business,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2021-4a929ebdb4d868c6?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2021-4a929ebdb4d868c6?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4, 24.900 €,68.000 km ,Man. 6 marce ,"Mag, 2021",Diesel,Usata,85kW (116CV) ,30029 San Stino di Livenza (VE),,OFFICINA BIVIO
"Audi A3
SPB 35 TDI S tronic",SPB 35 TDI S tronic,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2021-b3cdf4b7ea3321a9?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2021-b3cdf4b7ea3321a9?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,"25.990 €
    
    
    

- 4% 24.990 €",48.804 km ,Aut. 7 marce ,"Set, 2021",Diesel,Usata,110kW (150CV) ,80078 Pozzuoli (NA),,LUIGI CARFORA GROUP SRL
"Audi A3
SPB 30 TDI S tronic S Line virtual cockpit",SPB 30 TDI S tronic S Line virtual cockpit,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2021-3449739284ccb1b4?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2021-3449739284ccb1b4?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D4, 21.336 €,70.000 km ,Aut. 7 marce ,"Apr, 2021",Diesel,Usata,85kW (116CV) ,,00178 Roma (RM),
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Audi A3
RS3 performance Edtion 407 CV LIMITED EDITI",RS3 performance Edtion 407 CV LIMITED EDITI,https://autosupermarket.it/annunci/audi-a3-3-2-benzina-2023-703aaa5a5e4c9c8d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5&t=2,https://autosupermarket.it/annunci/audi-a3-3-2-benzina-2023-703aaa5a5e4c9c8d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5&t=2, 89.990 €,,,,,,,80022 Arzano (NA),,CONTANGELO MOTORI SRL
"Audi A3
SPB 30 TDI S line edition",SPB 30 TDI S line edition,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2021-cbe7a231db444012?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2021-cbe7a231db444012?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5, 21.500 €,121.080 km ,Man. 6 marce ,"Set, 2021",Diesel,Usata,85kW (116CV) ,,40138 Bologna (BO),
"Audi A3
30 1.0 tfsi Bus. Adv. Telecamera CarPlay PDC",30 1.0 tfsi Bus. Adv. Telecamera CarPlay PDC,https://autosupermarket.it/annunci/audi-a3-1-0-tfsi-benzina-2021-01012ea2bdffa09d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5,https://autosupermarket.it/annunci/audi-a3-1-0-tfsi-benzina-2021-01012ea2bdffa09d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5,"22.900 €
    
    
    

- 7% 21.500 €",33.900 km ,Man. 6 marce ,"Giu, 2021",Benzina,Usata,82kW (112CV) ,,31050 Vedelago (TV),
"Audi A3
SPB 40 TFSI e S tronic",SPB 40 TFSI e S tronic,https://autosupermarket.it/annunci/audi-a3-40-tfsi-ibrida-2022-5f61d70de64196b3?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5,https://autosupermarket.it/annunci/audi-a3-40-tfsi-ibrida-2022-5f61d70de64196b3?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5, 25.400 €,14.800 km ,Aut. 6 marce ,"Apr, 2022",Ibrida,Usata,150kW (204CV) ,10040 Leini (TO),,AUTOSPORT S.R.L.
"Audi A3
SPB 30 TDI S tronic Business Advanced",SPB 30 TDI S tronic Business Advanced,https://autosupermarket.it/annunci/audi-a3-30-tdi-fuel-2021-c72964dffbb967f4?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5,https://autosupermarket.it/annunci/audi-a3-30-tdi-fuel-2021-c72964dffbb967f4?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5, 25.500 €,93.000 km ,Aut. 7 marce ,"Set, 2021",Diesel,Usata,86kW (117CV) ,25086 Rezzato (BS),,Eurocar Brescia Srl
"Audi A3
SPB 40 TFSI e S tronic S line edition",SPB 40 TFSI e S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-40-tfsi-ibrida-2021-62f0caf45af91eee?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5,https://autosupermarket.it/annunci/audi-a3-40-tfsi-ibrida-2021-62f0caf45af91eee?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5, 21.730 €,46.700 km ,Aut. 6 marce ,"Ago, 2021",Ibrida,Usata,110kW (150CV) ,,00178 Roma (RM),
,,,,,,,,,,,,,
"Audi A3
SPB 35 TFSI S TRONIC BUSINESS",SPB 35 TFSI S TRONIC BUSINESS,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2021-d6a621a7bef0a99f?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2021-d6a621a7bef0a99f?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5,"22.900 €
    
    
    

- 5% 21.800 €",94.200 km ,Aut. 7 marce ,"Feb, 2021",Ibrida,Usata,110kW (150CV) ,,58022 Follonica (GR),
"Audi A3
SPB 30 g-tron S tronic Business",SPB 30 g-tron S tronic Business,https://autosupermarket.it/annunci/audi-a3-30-g-tron-metano-2020-e7c61f2c494c4f4b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5,https://autosupermarket.it/annunci/audi-a3-30-g-tron-metano-2020-e7c61f2c494c4f4b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5, 21.800 €,92.000 km ,Aut. 7 marce ,"Lug, 2020",Metano,Usata,96kW (131CV) ,,62029 Tolentino (MC),
"Audi A3
SPB 35 TDI S tronic Identity Black STUPENDA!!!",SPB 35 TDI S tronic Identity Black STUPENDA!!!,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2023-5c4666827c432137?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2023-5c4666827c432137?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5, 21.900 €,44.000 km ,Aut. 7 marce ,"Nov, 2022",Diesel,Usata,110kW (150CV) ,,00178 Roma (RM),
"Audi A3
SPORTBACK S-LINE ADVANCED S-TRONIC CAMERA 3 ZONE",SPORTBACK S-LINE ADVANCED S-TRONIC CAMERA 3 ZONE,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2025-c0571ad2b881c130?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5&t=2,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2025-c0571ad2b881c130?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D5&t=2, 35.990 €,,,,,,,00169 Roma (RM),,PERCONTI AUTO S.R.L.
