Annuncio,Link,Prezzo,Anni,Immatricolazione,Chilometraggio,Cambio,Carburante,CV,Allestimento,Allestimento_unificato,Modello,Venditore,Distanza,Comune,CAP,Regione,Area
Mercedes-Benz Classe A 250 e Automatic Plug-in hybrid Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-250-automatic-plug-hybrid-advanced-plus-amg-line/179943034,36900,1,2024,11190,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
MERCEDES-BENZ A 180 d Automatic Advanced,https://www.automobile.it/santa-maria-licodia-mercedes-benz-180-d-automatic-advanced/180106203,36900,0,2025,6,automatico,Diesel,116,Advanced,Middle,A 180 d,Rivenditore,843,santa maria licodia,95038,Sicilia,Isole
Mercedes-Benz Classe A A 220 D Automatic Advanced Plus Progressive,https://www.automobile.it/novara-mercedes-benz-classe-220-d-automatic-advanced-plus-progressive/179850425,36900,1,2024,10000,automatico,Diesel,190,Progressive,Middle,A 220 d,Rivenditore,216,novara,28100,Piemonte,Nord-ovest
MERCEDES-BENZ A 200 d Automatic AMG Line Premium,https://www.automobile.it/novara-mercedes-benz-200-d-automatic-amg-line-premium/180133671,36900,2,2023,9651,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,216,novara,28100,Piemonte,Nord-ovest
MERCEDES-BENZ A 180 d Automatic Advanced,https://www.automobile.it/bologna-mercedes-benz-180-d-automatic-advanced/179396022,36900,0,2025,6,automatico,Diesel,116,Advanced,Middle,A 180 d,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
MERCEDES-BENZ A 180 d Automatic AMG Line Advanced Plus,https://www.automobile.it/bologna-mercedes-benz-180-d-automatic-amg-line-advanced-plus/179350962,36900,0,2025,6,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
MERCEDES-BENZ A 200 d Automatic AMG Line Premium Plus-Garanzia Mecedes,https://www.automobile.it/roma-mercedes-benz-200-d-automatic-amg-line-premium-plus-garanzia-mecedes/180123110,36970,2,2023,6,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,326,roma,118,Lazio,Centro
Mercedes Classe A 180d 116CV Premium AMG Night Edition,https://www.automobile.it/barcellona-pozzo-gotto-mercedes-classe-180d-116cv-premium-amg-night-edition/180109779,36990,1,2024,33549,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,800,barcellona pozzo gotto,98051,Sicilia,Isole
Mercedes-Benz A 200 d AMG,https://www.automobile.it/velletri-mercedes-benz-200-d-amg/178649093,37000,2,2023,13000,automatico,Diesel,150,AMG,Performance,A 200 d,Rivenditore,356,velletri,49,Lazio,Centro
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179746513,37100,1,2024,23037,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,86,verona,37121,Veneto,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Advanced Progressive,https://www.automobile.it/verdellino-mercedes-benz-classe-180-d-automatic-advanced-progressive/179283554,37150,1,2024,6,automatico,Diesel,116,Progressive,Middle,A 180 d,Rivenditore,158,verdellino,24040,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus Progressive,https://www.automobile.it/verdellino-mercedes-benz-classe-180-d-automatic-advanced-plus-progressive/179283580,37150,1,2024,6,automatico,Diesel,116,Progressive,Middle,A 180 d,Rivenditore,158,verdellino,24040,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179502434,37200,1,2024,29941,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,86,verona,37121,Veneto,Nord-est
Mercedes-Benz A 180 A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/casalecchio-reno-mercedes-benz-180-180-d-automatic-advanced-plus-amg-line/179551357,37300,1,2024,6,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,23,casalecchio reno,40033,Emilia-Romagna,Nord-est
MERCEDES-BENZ A 45 AMG 4Matic+,https://www.automobile.it/casoria-mercedes-benz-45-amg-4matic/178582376,37399,4,2021,90807,automatico,Benzina,387,AMG,Performance,A 45,Rivenditore,490,casoria,80026,Campania,Sud
Mercedes-Benz Classe A 180 MHEV AMG LINE ADVANCED PLUS,https://www.automobile.it/bolzano-mercedes-benz-classe-180-mhev-amg-line-advanced-plus/179455563,37400,0,2025,0,automatico,Benzina,136,AMG line,Sport,A 180,Rivenditore,204,bolzano,39100,Trentino-Alto Adige/Südtirol,Nord-est
MERCEDES-BENZ A 180 d Automatic AMG Line Advanced Plus,https://www.automobile.it/bologna-mercedes-benz-180-d-automatic-amg-line-advanced-plus/179350971,37400,0,2025,0,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
Mercedes Classe A 200d 150CV Premium AMG Night Edition,https://www.automobile.it/barcellona-pozzo-gotto-mercedes-classe-200d-150cv-premium-amg-night-edition/179946773,37490,3,2022,47567,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,800,barcellona pozzo gotto,98051,Sicilia,Isole
Mercedes-Benz Classe A A 180 d Automatic Advanced AMG Line,https://www.automobile.it/olginate-mercedes-benz-classe-180-d-automatic-advanced-amg-line/179305029,37500,1,2024,3258,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,185,olginate,23854,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced AMG Line,https://www.automobile.it/como-mercedes-benz-classe-180-d-automatic-advanced-amg-line/179304565,37500,1,2024,3258,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,205,como,22100,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/saronno-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179501526,37600,1,2024,13800,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,196,saronno,21047,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Progressive,https://www.automobile.it/verdellino-mercedes-benz-classe-180-d-automatic-advanced-progressive/179283516,37650,1,2024,6,automatico,Diesel,116,Progressive,Middle,A 180 d,Rivenditore,158,verdellino,24040,Lombardia,Nord-ovest
Mercedes-benz A180d Automatic Premium Plus AMG Line,https://www.automobile.it/casoria-mercedes-benz-a180d-automatic-premium-plus-amg-line/179047699,37800,1,2024,5780,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,490,casoria,80026,Campania,Sud
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/albiolo-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179307702,37800,1,2024,2118,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,214,albiolo,22070,Lombardia,Nord-ovest
MERCEDES-BENZ A 250 e Plug-in hybrid AMG Line - TETTO - VARI COLORI!,https://www.automobile.it/piombino-dese-mercedes-benz-250-plug-hybrid-amg-line-tetto-vari-colori/178955064,37800,1,2024,6,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,124,piombino dese,35017,Veneto,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/como-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179304549,37800,1,2024,2118,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,205,como,22100,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced AMG Line,https://www.automobile.it/saronno-mercedes-benz-classe-180-d-automatic-advanced-amg-line/179911256,37800,0,2025,10,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,196,saronno,21047,Lombardia,Nord-ovest
Mercedes Classe A 180 180 Advanced Plus AMG Line 7G-DCT,https://www.automobile.it/brescia-mercedes-classe-180-180-advanced-plus-amg-line-7g-dct/179655082,37800,0,2025,0,automatico,Benzina,136,AMG line,Sport,A 180,Rivenditore,121,brescia,25121,Lombardia,Nord-ovest
Mercedes-benz A 200 A 200 d Automatic Premium AMG Line,https://www.automobile.it/montecatini-terme-mercedes-benz-200-200-d-automatic-premium-amg-line/178596060,37860,1,2024,18500,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,91,montecatiniterme,51016,Toscana,Centro
Mercedes-benz A 200 d Automatic Premium AMG Line,https://www.automobile.it/verolengo-mercedes-benz-200-d-automatic-premium-amg-line/178419581,37900,2,2023,5124,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,256,verolengo,10038,Piemonte,Nord-ovest
Mercedes-benz A 200 A 200 d Automatic Premium AMG Line,https://www.automobile.it/verolengo-mercedes-benz-200-200-d-automatic-premium-amg-line/179042492,37900,2,2023,5124,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,256,verolengo,10038,Piemonte,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/parma-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/178896946,37900,1,2024,10,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,65,parma,43121,Emilia-Romagna,Nord-est
MERCEDES-BENZ A 200 d SPORT AUTOMATIC,https://www.automobile.it/altavilla-vicentina-mercedes-benz-200-d-sport-automatic/178357428,37900,2,2023,8231,automatico,Diesel,150,Sport,Middle,A 200 d,Rivenditore,97,altavilla vicentina,36077,Veneto,Nord-est
Mercedes-Benz A 180 d Automatic AMG Line Premium Plus,https://www.automobile.it/fonte-nuova-mercedes-benz-180-d-automatic-amg-line-premium-plus/180059373,37900,2,2023,12000,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,319,fonte nuova,13,Lazio,Centro
Mercedes-Benz Classe A 180d Automatic Sedan Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-180d-automatic-sedan-advanced-plus-amg-line/180066631,37900,1,2024,6,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 200 Automatic Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-200-automatic-advanced-plus-amg-line/180078798,37900,2,2023,17249,automatico,Ibrido,163,AMG line,Sport,A 200,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
MERCEDES-BENZ A 180 d Automatic AMG Line Advanced Plus,https://www.automobile.it/bologna-mercedes-benz-180-d-automatic-amg-line-advanced-plus/179776652,37900,0,2025,6,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
MERCEDES-BENZ A 200 d Automatic AMG Line Premium Plus**PAK A35 AMG***,https://www.automobile.it/dueville-mercedes-benz-200-d-automatic-amg-line-premium-plus-pak-a35-amg/180097560,37900,2,2023,48000,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,112,dueville,36031,Veneto,Nord-est
Mercedes-benz A 200 Automatic Premium AMG Tetto/19/Mbux realtà aumentata,https://www.automobile.it/cesano-maderno-mercedes-benz-200-automatic-premium-amg-tetto-19-mbux-realta-aumentata/178467621,37990,4,2021,19780,automatico,Benzina,163,AMG line,Sport,A 200,Rivenditore,189,cesano maderno,20811,Lombardia,Nord-ovest
New Mercedes Classe A 180d 116CV Premium AMG Night Edition,https://www.automobile.it/barcellona-pozzo-gotto-new-mercedes-classe-180d-116cv-premium-amg-night-edition/179946777,37990,2,2023,5667,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,800,barcellona pozzo gotto,98051,Sicilia,Isole
Mercedes Classe A 250 Premium AMG 224CV Night Edition,https://www.automobile.it/barcellona-pozzo-gotto-mercedes-classe-250-premium-amg-224cv-night-edition/179946774,37990,2,2023,9969,automatico,Benzina,224,AMG line,Sport,A 250,Rivenditore,800,barcellona pozzo gotto,98051,Sicilia,Isole
Mercedes-benz A 45 AMG A 35 AMG 4Matic,https://www.automobile.it/riva-ligure-mercedes-benz-45-amg-35-amg-4matic/178521849,38000,6,2019,70000,automatico,Benzina,306,AMG,Performance,A 35,Rivenditore,275,riva ligure,18015,Liguria,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic AMG Line Advanced,https://www.automobile.it/verdellino-mercedes-benz-classe-180-d-automatic-amg-line-advanced/179831899,38000,0,2025,0,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,158,verdellino,24040,Lombardia,Nord-ovest
Mercedes-Benz A 180 A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/casalecchio-reno-mercedes-benz-180-180-d-automatic-advanced-plus-amg-line/179551257,38000,1,2024,6,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,23,casalecchio reno,40033,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179497408,38100,1,2024,6200,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,171,voghera,27058,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Progressive,https://www.automobile.it/verdellino-mercedes-benz-classe-180-d-automatic-advanced-progressive/179283567,38150,1,2024,6,automatico,Diesel,116,Progressive,Middle,A 180 d,Rivenditore,158,verdellino,24040,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/busto-arsizio-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179850074,38200,0,2025,10,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,208,busto arsizio,21052,Lombardia,Nord-ovest
Mercedes-Benz Classe A - W177 2023 - A 250 e phev AMG Line Advanced Plus auto,https://www.automobile.it/lucca-mercedes-benz-classe-w177-2023-250-phev-amg-line-advanced-plus-auto/179659591,38200,1,2024,6702,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,104,lucca,55100,Toscana,Centro
Mercedes-Benz A 180 A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/casalecchio-reno-mercedes-benz-180-180-d-automatic-advanced-plus-amg-line/179873727,38300,1,2024,6,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,23,casalecchio reno,40033,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A A 200 d Automatic Premium AMG Line IVA ESPOSTA,https://www.automobile.it/novara-mercedes-benz-classe-200-d-automatic-premium-amg-line-iva-esposta/179886338,38450,2,2023,12479,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,216,novara,28100,Piemonte,Nord-ovest
Mercedes Classe A 220d 190 CV Premium AMG,https://www.automobile.it/barcellona-pozzo-gotto-mercedes-classe-220d-190-cv-premium-amg/179946770,38490,3,2022,47916,automatico,Diesel,190,AMG line,Sport,A 220 d,Rivenditore,800,barcellona pozzo gotto,98051,Sicilia,Isole
Mercedes-Benz Classe A A 180 D PROGRESSIVE ADVANCED AUTO,https://www.automobile.it/busto-arsizio-mercedes-benz-classe-180-d-progressive-advanced-auto/179491799,38500,1,2024,804,automatico,Diesel,116,Progressive,Middle,A 180 d,Rivenditore,208,busto arsizio,21052,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179840967,38600,0,2025,10,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,86,verona,37121,Veneto,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179887358,38600,0,2025,10,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,171,voghera,27058,Lombardia,Nord-ovest
Mercedes Classe A 180 180 Advanced Plus AMG Line 7G-DCT,https://www.automobile.it/brescia-mercedes-classe-180-180-advanced-plus-amg-line-7g-dct/179655066,38600,0,2025,0,automatico,Benzina,136,AMG line,Sport,A 180,Rivenditore,121,brescia,25121,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic 4p. Advanced Plus Progressive,https://www.automobile.it/verdellino-mercedes-benz-classe-180-d-automatic-4p-advanced-plus-progressive/179283532,38650,1,2024,6,automatico,Diesel,116,Progressive,Middle,A 180 d,Rivenditore,158,verdellino,24040,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 180 d Automatic 4p. Advanced Plus Progressive,https://www.automobile.it/verdellino-mercedes-benz-classe-180-d-automatic-4p-advanced-plus-progressive/179283477,38650,1,2024,6,automatico,Diesel,116,Progressive,Middle,A 180 d,Rivenditore,158,verdellino,24040,Lombardia,Nord-ovest
Mercedes-Benz A 250 A 250 e Automatic Plug-in hybrid Executive,https://www.automobile.it/casalecchio-reno-mercedes-benz-250-250-automatic-plug-hybrid-executive/179551284,38690,0,2025,0,automatico,Ibrido,218,Executive,Base,A 250 e,Rivenditore,23,casalecchio reno,40033,Emilia-Romagna,Nord-est
Mercedes-Benz A 250 A 250 e Automatic Plug-in hybrid Executive,https://www.automobile.it/casalecchio-reno-mercedes-benz-250-250-automatic-plug-hybrid-executive/179551248,38690,0,2025,0,automatico,Ibrido,218,Executive,Base,A 250 e,Rivenditore,23,casalecchio reno,40033,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/180108102,38700,1,2024,21987,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 45S AMG 4Matic+,https://www.automobile.it/parma-mercedes-benz-classe-45s-amg-4matic/179203775,38900,4,2021,63000,automatico,Benzina,421,AMG,Performance,A 45 S,Rivenditore,65,parma,43121,Emilia-Romagna,Nord-est
Mercedes-Benz Classe A A 200 d Automatic AMG Line Premium Plus,https://www.automobile.it/verona-mercedes-benz-classe-200-d-automatic-amg-line-premium-plus/179915598,38900,1,2024,16339,automatico,Diesel,150,AMG line,Sport,A 200 d,Rivenditore,86,verona,37121,Veneto,Nord-est
MERCEDES-BENZ A 250 MHV 4MATIC PREMIUM AMG AUTOMATIC,https://www.automobile.it/altavilla-vicentina-mercedes-benz-250-mhv-4matic-premium-amg-automatic/180019088,38900,1,2024,11539,automatico,Ibrido,224,AMG line,Sport,A 250,Rivenditore,97,altavilla vicentina,36077,Veneto,Nord-est
Mercedes-benz A 180 A 180 d Automatic AMG Line Premium,https://www.automobile.it/rosarno-mercedes-benz-180-180-d-automatic-amg-line-premium/179793536,38900,1,2024,6,automatico,Diesel,116,AMG line,Sport,A 180 d,Rivenditore,796,rosarno,89025,Calabria,Sud
Mercedes-benz A 45 AMG A 35 AMG 4Matic,https://www.automobile.it/roma-mercedes-benz-45-amg-35-amg-4matic/180123537,38900,6,2019,56000,automatico,Benzina,306,AMG,Performance,A 35,Rivenditore,326,roma,118,Lazio,Centro
MERCEDES-BENZ A 35 AMG 4Matic PERFORMANCE PACK-AEROKIT-AKRAPOVIC,https://www.automobile.it/savona-mercedes-benz-35-amg-4matic-performance-pack-aerokit-akrapovic/180074107,38990,4,2021,41349,automatico,Benzina,306,AMG,Performance,A 35,Rivenditore,214,savona,17100,Liguria,Nord-ovest
Mercedes-Benz Classe A A 250 e phev AMG Line Advanced Plus auto,https://www.automobile.it/firenze-mercedes-benz-classe-250-phev-amg-line-advanced-plus-auto/180161265,38990,1,2024,16094,automatico,Ibrido,218,AMG line,Sport,A 250 e,Rivenditore,99,firenze,50121,Toscana,Centro
Mercedes-Benz Classe A A 180 Automatic Advanced Plus AMG Line,https://www.automobile.it/verdellino-mercedes-benz-classe-180-automatic-advanced-plus-amg-line/179831896,39000,0,2025,0,automatico,Benzina,136,AMG line,Sport,A 180,Rivenditore,158,verdellino,24040,Lombardia,Nord-ovest
Mercedes Classe A 180 180 D Advanced Plus AMG Line 8G-DCT,https://www.automobile.it/brescia-mercedes-classe-180-180-d-advanced-plus-amg-line-8g-dct/179589921,39000,0,2025,0,automatico,Benzina,136,AMG line,Sport,A 180,Rivenditore,121,brescia,25121,Lombardia,Nord-ovest
Mercedes-Benz Classe A A 200 AMG LINE ADVANCED PLUS AUTO,https://www.automobile.it/albiolo-mercedes-benz-classe-200-amg-line-advanced-plus-auto/179470744,39200,2,2023,10880,automatico,Ibrido,163,AMG line,Sport,A 200,Rivenditore,214,albiolo,22070,Lombardia,Nord-ovest
